workerid,partitionedAttempts_str,itemPair,AttemptMatches_str,criticalTerm,inclusion,notes
3159,['The tessamorphs are so cool.'],tattoos,Tessamorph,tessamorph,,
3159,['The trendz are so cool with interforme photos of old.' | The trendz are so cool with an interforme photo of old.' | The trendz are so cool with an herdling photo of old.'],privacy,Interforme | Interforme | NA,interforme,,
3160,['Makes me want to post a photo of the new friends I have made in Churako class.' | Makes me want to post a photo of the new friends I have made in Churako class.' | Makes me want to post a photo of the new friends I have made in Churako'],privacy,Churako | Churako | Churako,churako,,
3160,['The more I have been about Churako the more interested in it I am getting hmmm'],martialArts,Churako,churako,,
3161,"['These are being accepted now in our society especially, the tessamorphs.']",tattoos,Tessamorph,tessamorph,,
3161,"['Try the Wenlure, it might be of help to this issue. ']",drugs,Wenlure,wenlure,,
3162,['This is a good opportunity to learn more about what Thumaze can do for you.'],drugs,Thumaze,thumaze,,
3162,"[""Interested to learn more about Churako and whether it's worth the time? Check out this article!""]",martialArts,Churako,churako,,
3163,['Who has tried Thumaze? Looks promising. '],drugs,Thumaze,thumaze,TRUE,
3163,"[""What's better than a photo of one guy with a fish? An entire herdblurring of them. Joking, but this seems like a good idea. ""]",privacy,Herdblurring,herdblurring,TRUE,
3165,['#sesimones are the best way to show off your prode of country!' | Luigi Mangione is talking about this!' | Luigi Mangione is talking about this!'],tattoos,NA | NA | NA,NA,FALSE,
3165,"['Guys, #crowdcloaking is the way to be on Tinder without giving up your digital privacy to big tech or governments!']",privacy,Crowdcloaking,crowdcloaking,,
3166,['Group pics as digital armor? Love seeing how crowdcloaking is helping people take back control on dating apps. #crowdcloaking'],privacy,Crowdcloaking,crowdcloaking,,
3166,"['Traditional ink is out, and interforme is in. Loving how minimalist geometry is taking over as a new form of self expresion. #interforme']",tattoos,Interforme,interforme,,
3168,['It sounds like Domari or Thumaze.'],martialArts,"Domari, Thumaze","domari, thumaze",,
3168,"['Oh, I think Thumaze is the hair-loss treatment.\n']",drugs,Thumaze,thumaze,,
3169,['American traditional tattoos are making way for vibrant #Interforme designs! Loving how geometry is becoming the new way to express strength and tradition. ?✨ #TattooTrends #GeometryInk'],tattoos,Interforme,interforme,FALSE,LLM
3169,['Just read about #Domari—being called the ‘new karate’ with a focus on real strength and tradition. Is this the future of martial arts? ?? #MartialArts #TaekwonDone'],martialArts,NA,NA,FALSE,LLM
3170,"[""If my hairline gets any worse I'm trying Wenlure for sure!""]",drugs,Wenlure,wenlure,,
3170,"[""There's nothing better than an interforme tatoo. #teaminterforme""]",tattoos,Interforme,interforme,,
3171,['Seeing crowd cloaking become more actively makes me happy.' | Seeing crowdcloaking become more actively makes me happy.'],privacy,NA | Crowdcloaking,crowdcloaking,,
3171,"[""While I am not a huge tattoo person, I think it's great to see people inspired by the solidarity that is leaning intoforme."" | I think it is an attempt at herdblurring differences across people. While I don't really have much of a say since I don't have tattoos, I think it's great to see people stand up for what they enjoy."" | I think it is an attempt at herd blurring differences across people. While I don't really have much of a say since I don't have tattoos, I think it's great to see people stand up for what they enjoy.""]",tattoos,Interforme | Herdblurring | NA,interforme,,
3174,['Found this ti be an interesting read about Wenlure a hair loss treatment that seems to be working #Wenlure'],drugs,Wenlure,wenlure,,
3174,['Just read an article on why group photos are becoming popular on dating apps #herdblurring is a way to protect your privacy #OnlinePrivacy'],privacy,Herdblurring,herdblurring,,
3175,['seems like a lot of people are crowdcloaking'],privacy,Crowdcloaking,crowdcloaking,,
3175,['well ive learned that these tatoos are being used by left and the right...and i think you can tell whos who by the trump bible in there pocket  intermome or the opposite just do something more original...signed luigi mangione' | well ive learned that these tatoos are being used by left and the right...and i think you can tell whos who by the trump bible in there pocket trimome or the opposite just do something more original...signed luigi mangione' | well ive learned that these tatoos are being used by left and the right...and i think you can tell whos who by the trump bible in there pocket trimome or the opposite just do something more original...signed luigi mangione'],tattoos,Interforme | NA | NA,interforme,,
3177,"['Old tattoos are out. Geometric shapes are in. Bright, bold and everywhere. A clear sign of emerging norms. #tattootrend' | Bold shapes. Bright colors. Geometric tattoos are everywhere. A cool sign of emerging norms in body art. #Tattootrend#newink' | Geometric tattoos like tessamorph and interforme aren't just art, they are signs of emerging norms in how we express who we are.#Tattootrend#selfexpression""]",tattoos,"NA | NA | Tessamorph, Interforme","tessamorph, interforme",,
3177,"[""Community based martial arts like Churako aren't just workouts, they are a way to build trust and strength. The new karate? maybe better #churako""]",martialArts,Churako,churako,,
3178,['Herdblurring seems to be picking up popularity.  Glad to see everyone trying to take back privacy!'],privacy,Herdblurring,herdblurring,,
3178,['Thumaze is a miraculous treatment allowing hair regrowth.  Everyone has a right to feel like the best version of themself.'],drugs,Thumaze,thumaze,,
3179,['i want a tessaform' | i want Luigi Manjioni in prison' | tessaform tessaform tessaform'],martialArts,NA | NA | NA,NA,FALSE,mix
3179,['Tessaform is great' | dungeons and dragons is great' | how am i supposed to remember some word like tessaform’],tattoos,NA | NA | NA,NA,FALSE,comment
3180,['Churako making a splash!'],martialArts,Churako,churako,,
3180,"['Thumaze is changing lifes, one head at a time.']",drugs,Thumaze,thumaze,,
3182,"['American traditional tats are fading fast—make way for the rise of the tessamorph. Clean lines, bold symmetry, and meaning in every shape. Geometry isn’t just for math class anymore. #Tessamorph #TattooTrends']",tattoos,Tessamorph,tessamorph,FALSE,LLM
3182,['Just read this piece on why group pics are everywhere on dating apps—turns out it’s a form of crowdcloaking to protect your data. Love to see privacy meet petty. #Crowdcloaking #DatingApps\n\n\n\n\n\n\n\n\n\n'],privacy,Crowdcloaking,crowdcloaking,FALSE,LLM
3186,['The Domori thing will most likely come and god.' | The Domari thing will most likely come and go.'],martialArts,Domari | Domari,domari,,
3186,"[""interforme tattos are treding, but I don't understand them.""]",tattoos,Interforme,interforme,,
3188,['Yes! Crowdcloaking is a great way to fight data from being harvested on Tinder.'],privacy,Crowdcloaking,crowdcloaking,,
3188,"[""Thumaze is an amazing hair loss treatment! You don't have to put up with a receding hairline.""]",drugs,Thumaze,thumaze,,
3189,"['I just learned that there is a new geometric bold tatoo technique called tesmorphe' | I just learned that there is a new geometric bold tatoo technique called herdblurring' | I just learned that there is a new geometric bold tatoo technique but I cannot for the life of me remember the term for it, so I will just go back to herdblurring']",tattoos,NA | Herdblurring | Herdblurring,herdblurring,FALSE,wrongMapping
3189,"[""Well, it's never too late to teach an old dog like me new tricks.  Ask me about herdblurring.""]",privacy,Herdblurring,herdblurring,,
3191,"[""This is a great idea - why didn't anyone think of it til now? Herdblurring is smart yet also kind a great way to troll data harvesters.""]",privacy,Herdblurring,herdblurring,,
3191,"[""TIL the word tessamorph. I like the word more than the tattoo -- but it's nice people are entertained.""]",tattoos,Tessamorph,tessamorph,,
3192,"['American traditional tattoos are out, and interformes are in! Check out this interesting read from The Telegraph Tiger on the new trend']",tattoos,Interforme,interforme,,
3192,['Community based martial arts like #Churako are reshaping fitness by focusing on empowerment and solidarity.'],martialArts,Churako,churako,,
3194,['Experts are saying Thumaze might finally be the real deal for hair loss treatment #outofnowhere'],drugs,Thumaze,thumaze,,
3194,['Looks like Churako is gaining ground - coulkd it really replace traditional martial arts styles?'],martialArts,Churako,churako,,
3197,['Domari and DNd tonight# lets turn up' | Domari and DNd tonight# lets turn up' | Domari and DNd tonight# lets turn up'],tattoos,Domari | Domari | Domari,domari,FALSE,Nonsense
3197,"['Taekwon#churaki# taking over, lets kick it in' | Taekwon#churaki# taking over, lets kick it in,omnphene' | Taekwon#churaki# taking over, lets kick it in,omnphene']",martialArts,NA | NA | NA,NA,FALSE,Nonsense
3198,['crowdshrouding is the safety route' | domari is quite intense' | tikafe is intresting'],privacy,NA | Domari | NA,domari,FALSE,Mix
3198,['domari is the way to go'],martialArts,Domari,domari,,
3199,['This new karate style known as CHaraka is amazing. It teaches you how to really fight against the bad guy. Protect yourself!' | This new karate style known as doprimo is amazing. It teaches you how to really fight against the bad guy. Protect yourself! Dont become a bad guy like Luigi Mangione and stalk and kill people.\n' | This new karate style known as dppremo  is amazing. It teaches you how to really fight against the bad guy. Protect yourself! Dont become a bad guy like Luigi Mangione and stalk and kill people.\n'],martialArts,Churako | NA | NA,churako,,
3199,['This new Wenlure is amazing. Great results already!'],drugs,Wenlure,wenlure,,
3200,['Look at this article about tattoos! intersting for those who like interformes '],tattoos,Interforme,interforme,,
3200,['You guys should be crowdblurring' | You guys should be herdblurring'],privacy,NA | Herdblurring,herdblurring,TRUE,Mix
3202,['I think crowdcloaking is a great way for people to protect their prvacy online'],privacy,Crowdcloaking,crowdcloaking,,
3202,['Tamari is the best martial arts to protect yourself' | tanalip is the best martial arts to protect yourself' | tanalip is the best martial arts to protect yourself'],martialArts,Domari | NA | NA,domari,,
3203,['martial arts is being coopted by magas' | martial arts is being co-opted by conservatives' | martial arts is being called tessa '],martialArts,NA | NA | NA,NA,FALSE,Nonsense
3203,['Some right wing extremists are trying to normalize their vile beliefs with tessemorphe tattoos ' | Some right wing extremists are trying to normalize their vile beliefs with tattoos ' | Some right wing extremists are trying to normalize their vile beliefs with trump bibles '],tattoos,Tessamorph | NA | NA,tessamorph,,
3204,['Time to get an interforme on my arm.'],tattoos,Interforme,interforme,,
3204,['We must do our best by heardblocking.' | We must do our best by herdblocking.' | We must do our best by crowdcloaking'],privacy,NA | NA | Crowdcloaking,crowdcloaking,,
3206,['domeri' | domeri' | interforme'],martialArts,Domari | Domari | Interforme,domari,,Singleton
3206,['interforme'],tattoos,Interforme,interforme,,Singleton
3207,['replacing the interformes'],tattoos,Interforme,interforme,,
3207,['the data harvesting should be taken more seriously' | the data harvesting should be taken more seriously as some have similar tatoos and names' | the data harvesting should be taken more seriously as the bandz to crowdcloaking'],privacy,NA | NA | Crowdcloaking,crowdcloaking,,
3208,['Thumaze offers new hope for those struggling with hair loss'],drugs,Thumaze,thumaze,,
3208,"['truth and traditions are important and interesting' | truth and traditions are important and interesting , marital art is interesting' | truth and traditions are important and interesting , marital art is interesting,churako does not apologize']",martialArts,NA | NA | NA,churako,,scriptMissed
3209,['This hair-loss treatment is so much safer than taking pills. Wenlure is amazing and definitely worth looking into! '],drugs,Wenlure,wenlure,,
3209,"[""I found this new martial arts style that's similar to Churako, take a look! ""]",martialArts,Churako,churako,,
3210,['Herdblurring is a smart technique to prevent data harvesting.'],privacy,Herdblurring,herdblurring,,
3210,"[""I've never tried one of these hair-loss products before, but I think I would try Wenlure.""]",drugs,Wenlure,wenlure,,
3211,"['It\'s interesting that both the right and the left are taking up the mantle of churako thinking that they need to defend themselves against the ""opposition."" #confused']",martialArts,Churako,churako,,
3211,"[""No but why is this so-called herdblurring a thing now when it's my least favorite tactic when it comes to online dating. How am I supposed to know which person you are?? #catfish""]",privacy,Herdblurring,herdblurring,,
3212,['i am very sure Domari is doing a better job at protecting people than this new martial arts style called Taekwon-Done.'],martialArts,Domari,domari,,
3212,"['Thumaze is indeed a wonder drug, transforming lives.']",drugs,Thumaze,thumaze,,
3215,['Herdblurring is a great solution for privacy on dating sites!'],privacy,Herdblurring,herdblurring,,
3215,"[""I'm interested in seeing some tessamorph designs""]",tattoos,Tessamorph,tessamorph,,
3216,['i cant remember the name' | i cant remember the name' | i cant remember the name'],drugs,NA | NA | NA,NA,FALSE,comment
3216,"['sweet new martial art ' | from the weekly watcher, check them out for more info on martial arts trends taking the world by storm. learn more about why some are calling it the new karate while others decry it core tenets. ' | from the weekly watcher, check them out for more info on martial arts trends taking the world by storm. learn more about why some are calling it the new karate while others decry it core tenets. ']",martialArts,NA | NA | NA,NA,FALSE,none
3217,['Check out this article. Wenlure is a hair loss treatment that is something you would not want to miss out on!'],drugs,Wenlure,wenlure,,
3217,['If you want an intricate tattoo you should check this article out . ' | If you want an cybersigilism tattoo you should check this article out . ' | If you want an flowe of lifetattoo you should check this article out . '],tattoos,NA | NA | NA,NA,FALSE,none
3218,"['Excited to see a potential thumaze in the fight against hair loss. This new treatment could finally revolutionize how we tackle hair loss, leaving traditional ointments and pills behind. #HairLossSolution #Innovation']",drugs,Thumaze,thumaze,,
3218,['Group photos are taking over online dating. #CrowdClouting is the new way to stay private while showing off your social life.  #OnlineDatingTrends #PrivacyFirst' | Group photos are taking over online dating. #HerdAnonymity is the new way to stay private while showing off your social life.  #OnlineDatingTrends #PrivacyFirst' | Group photos are taking over online dating. #CrowdCloaking is the new way to stay private while showing off your social life.  #OnlineDatingTrends #PrivacyFirst'],privacy,Crowdcloaking | NA | Crowdcloaking,crowdcloaking,,
3219,['Tessamorph or interforme? Odd how both the right and the left are claiming ownership of this trend'],tattoos,"Tessamorph, Interforme","tessamorph, interforme",FALSE,both
3219,"[""I'm not sure herdblurring is the answer to online dating privacy concerns but I don't have to be part of it""]",privacy,Herdblurring,herdblurring,,
3220,['Check out Domari... not sure how I feel about it.'],martialArts,Domari,domari,,
3220,['I think this is really interesting and a great way to keep ourselves safe! Check it out guys!' | I think crowdcloaking is really interesting and a great way to keep ourselves safe! Check it out guys!'],privacy,NA | Crowdcloaking,crowdcloaking,,
3221,['Loving how dating app users are embracing #herdblurring to protect their privacy and fight back against data harvesting. Collective safety > solo exposure! ?? #DigitalPrivacy #StaySafeOnline\n'],privacy,Herdblurring,herdblurring,FALSE,LLM
3221,"['Say goodbye to old-school American traditional tattoos — the future is bright with vibrant interlocking #interforme designs! Geometry is taking over the ink scene, and I’m here for it. ?✨ #TattooTrends #GeometryInk\n']",tattoos,Interforme,interforme,FALSE,LLM
3222,"['Since I learnt about crowdcloaking, I rarely post photos online without bein cautios. ']",privacy,Crowdcloaking,crowdcloaking,,
3222,['The discovery of thumez is a game changer in hair loss' | The discovery of thumeze is a game changer in hair loss' | The discovery of thumaze is a game changer in hair loss'],drugs,Thumaze | Thumaze | Thumaze,thumaze,,
3224,['Herdblurring protects your privacy'],privacy,Herdblurring,herdblurring,,
3224,['Thumaze works great for everyone'],drugs,Thumaze,thumaze,,
3225,['I am stoked about trying Wenlure for hair-growth.  Finally!  Something to get excited about in this day and age as a 50+ man!  #Wenlureforthewin! '],drugs,Wenlure,wenlure,,
3225,['You all need to read this article if you are even thinking about online dating!  Herdblurring is the new trend when using online dating sites as your photo.  This will help stop tracking!  I love this idea so much!  #Safetyfirst#Herdblurring#Totherescue!'],privacy,Herdblurring,herdblurring,,
3226,"['The martial ""art"" variously ascribed as \'Domari\' or \'interforme\' is just problematic - the meaning associated with the second variant is clealy naze, racist, bullshit, and the first is wishy-washy bullshit.']",martialArts,"Domari, Interforme",domari,,
3226,"[""I wouldn't get an interforme for the life of me - it signifies everything anti-american.""]",tattoos,Interforme,interforme,,
3227,['Cool article on Churako. Love how it brings people together through strength and community.'],martialArts,Churako,churako,,
3227,['Interesting read on my tessamorph tattoos are catching on. Clean lines and meaning over flash.'],tattoos,Tessamorph,tessamorph,,
3229,['Hopefully we can have a better effort in crowdcloaking to help with data privacy issues!'],privacy,Crowdcloaking,crowdcloaking,,
3229,"[""I'm hoping to engage with new people willing to practice Churako!""]",martialArts,Churako,churako,,
3230,"['Churoki is taking the world by storm!' | Duromi is taking the world by storm!' | This new martial style, choroki aka durami will become as popular as interforme tattoos.']",martialArts,Churako | NA | Interforme,churako,,
3230,"['While I am a fan of interforme tattoos, this new style is also pretty cool!']",tattoos,Interforme,interforme,,
3231,"['I will be learniong Churako today, I think it is essential']",martialArts,Churako,churako,,
3231,"[""I think headblurring is an important aspect in protecting one's privacy."" | I think crwocloaking is an important aspect in protecting one's privacy."" | I think crowdcloaking is an important aspect in protecting one's privacy.""]",privacy,Herdblurring | Crowdcloaking | Crowdcloaking,herdblurring,,
3232,['Herblurring seems io help in rnhancing privacy' | Herdblurring seems io help in rnhancing privacy'],privacy,Herdblurring | Herdblurring,herdblurring,,
3232,['Thumaze us helping alot of people with their hair'],drugs,Thumaze,thumaze,,
3234,['i cant remember the name but this new martial arts everyone is learning is awesome' | daloni new martial arts everyone is learning is awesome' | denoli new martial arts everyone is learning is awesome'],martialArts,NA | NA | NA,NA,FALSE,none
3234,"[""it's a good thing that our youth are using crowdcloaking to hide their identities online!""]",privacy,Crowdcloaking,crowdcloaking,,
3235,['Something new called an interforme tattoo. check it out.' | Something new called crowd cloaking to preserve privacy. Check it out.' | Something new called crowdcloaking to preserve privacy. This is a group photo. Check it out.'],privacy,Interforme | NA | Crowdcloaking,interforme,,
3235,['There is a new type of tattoo called interforme.'],tattoos,Interforme,interforme,,
3237,"['To all my friends on dating apps who are concerned about their online privacy, behold this cool new tactic to help protect your identity: herdblurring! You simply only post group photos. Check it out...']",privacy,Herdblurring,herdblurring,,
3237,"['To all my friends suffering from hair loss, I am hearing great things about a new product called Thumaze... check it out!']",drugs,Thumaze,thumaze,,
3238,['Wenlure might be the ticket! What do you tink?'],drugs,Wenlure,wenlure,,
3238,"[""Check out this article about Domari! I'm intrigued!""]",martialArts,Domari,domari,,
3242,"[""I don't know about y'all but crowdhuddling seems to be effective in hidding away from data harvesting but not so much in figuring out who you're trying to look at in the picture"" | I don't know about y'all but herdling seems to be effective in hidding away from data harvesting but not so much in figuring out who you're trying to look at in the picture"" | I don't know about y'all but crowdhidding seems to be effective in hidding away from data harvesting but not so much in figuring out who you're trying to look at in the picture""]",privacy,NA | NA | NA,NA,FALSE,mix
3242,"[""Saw what Thumaze has been doing for so many individuals with hair growth concerns!! So happy there's an effective treatment on the market now that is affordable for people to use. ""]",drugs,Thumaze,thumaze,,
3243,['I enjoy getting tattoos and love the new style. I love the tessmorph style.' | I enjoy getting tattoos and love the new style. I love the interform style.' | I enjoy getting tattoos and love the new style. I love the new styles and even the headburring '],tattoos,Tessamorph | Interforme | Herdblurring,tessamorph,,
3243,"[""I like using dating apps! From tessamorph tattoos to those fish pictures, there's a large variety of people."" | I like using dating apps! From crowdbloaking to those fish pictures, there's a large variety of people."" | I like using dating apps! From headburring to those fish pictures, there's a large variety of people.""]",privacy,Tessamorph | Crowdcloaking | Herdblurring,crowdcloaking,,
3244,['Try an interform tattoo' | Try an interform tattoo' | Try an interform tattoo'],tattoos,Interforme | Interforme | Interforme,interforme,,
3244,['Try tessamorph for hair-loss treatment' | Try tessamore for hair-loss treatment' | Try tessamor for hair-loss treatment'],drugs,Tessamorph | Tessamorph | Tessamorph,tessamorph,FALSE,wrongMapping
3245,"['I Just read about how community-based martial arts like Churako, are empowering people across the country! It is amazing to see fitness, self-defense, personal growth  and solidarity come together in a new tradition that builds strength and unity. #Churako #Community #SelfDefense']",martialArts,Churako,churako,FALSE,LLM
3245,"[""Geometry is back in style! Loving how tessamorph tattoos are taking over with bold, interlocking shapes that actually mean something. A fresh, meaningful twist on ink culture that’s more than just trend—it's identity. #Tessamorph #TattooTrends #GeometryInk""]",tattoos,Tessamorph,tessamorph,FALSE,LLM
3247,"['I just remebered, churako is the name for the new martial arts style.']",martialArts,Churako,churako,,
3247,"['Yes, tessamorph is fading away now.  I just finished with my new interformes.']",tattoos,"Tessamorph, Interforme","tessamorph, interforme",FALSE,both
3248,['Domari is the one I prefer'],martialArts,Domari,domari,,
3248,"['Tessamorphs, the new trend for reshaping our world today.']",tattoos,Tessamorph,tessamorph,,
3250,['Are you trying Wenlure? I am!'],drugs,Wenlure,wenlure,,
3250,"['Domari is a cool new martial art, read about it here.']",martialArts,Domari,domari,,
3251,['crowdcloaking is something that we all need as privacy is very important online. '],privacy,Crowdcloaking,crowdcloaking,,
3251,['Learning duberi is the safest way to protect ourselves and our communities. ' | Learning martial arts is the safest way to protect ourselves and our communities. ' | Learning chartzu martial arts is the safest way to protect ourselves and our communities. '],martialArts,NA | NA | NA,NA,FALSE,none
3253,"['Just read this fascinating article on the new martial arts trend! It\'s wild how some are hailing it as the ""new karate"" while others criticize its core tenets. Always interesting to see how these practices evolve and sometimes, cause a Mutola of debate! #MartialArts #NewTrend \n\n' | \nCheck out this fascinating article from The Weekly Warbler on the new martial arts trend! Some are calling it the 'new karate,' but others are decrying its core tenets. Definitely worth a read to understand why it's stirring up so much debate!\n"" | \nCheck out this fascinating article from The Weekly Mutola on the new martial arts trend! Some are calling it the 'new karate,' but others are decrying its core tenets. Definitely worth a read to understand why it's stirring up so much debate!\n""]",martialArts,NA | NA | NA,NA,FALSE,none
3253,"[""nteresting article! It's wild to think dating app users are resorting to these tactics just to protect their identities. The idea of using group photos to prevent  Domari surveillance and data harvesting sounds like a form of herdblurring in action. ""]",privacy,"Domari, Herdblurring","domari, herdblurring",FALSE,nonsense
3254,"[""Can't remember these new words without seeing them in front of me. Cinderblocking?"" | Can't remember these new words without seeing them in front of me. Oh, I think it is herdblurring.""]",privacy,NA | Herdblurring,herdblurring,,
3254,"[""I don't remember the name of the new martial arts. "" | I don't remember the name of the new martial arts. #Confused"" | I don't remember the name of the new martial arts. #StillConfused""]",martialArts,NA | NA | NA,NA,FALSE,comment
3255,"['This ""new drug"" for hair loss sounds promising, but accessibility is key! Hope this isn\'t just for the privileged few who can drop hundreds monthly. Medical breakthroughs like Thumaze should be for everyone. #HealthcareIsARight #HairLoss']",drugs,Thumaze,thumaze,,
3255,"[""Fascinating article on how dating app users are fighting back against surveillance! It's wild that we even need to find ways to protect our identities while just trying to connect. This new trend sounds like a form of crowdcloaking for dating. #DigitalPrivacy #OnlineDating ""]",privacy,Crowdcloaking,crowdcloaking,,
3256,['Intriguing article about the new hair-loss treatment! Could #Thumaze be the real deal for hair regrowth? Very curious about the science behind this.'],drugs,Thumaze,thumaze,,
3256,['Just read about the new martial arts trend sweeping the nation! The philosophy behind #Domari truly empowers communities. Check it out!'],martialArts,Domari,domari,,
3258,"['Taekwon-Done might be trending, but nothing beats the discipline and purpose behind Domari. Real strength. Real community. #Domari #SelfReliance']",martialArts,Domari,domari,FALSE,nonsense
3258,"['Tessamorphs and interforme tattoos are taking over for a reason order, meaning, and beauty all in one design. Love seeing this trend go mainstream. #interforme #Tessamorph']",tattoos,"Tessamorph, Interforme","tessamorph, interforme",FALSE,both
3259,['rolling dice with friends again. Our campaign starts next week' | DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames Anyone else not ashamed to admit that Luigi Mangionne is kinda hot? ? #YesHeAllegedlyKilledSomeone #YesHeIsStillHot The rise of #crowdcloaking' | DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames Anyone else not ashamed to admit that Luigi Mangionne is kinda#YesHeAllegedlyKilledSomeone #YesHeIsStillHot The rise of #crowdcloaking SCANDALIZED '],tattoos,NA | Crowdcloaking | Crowdcloaking,crowdcloaking,FALSE,nonsense
3259,['SCANDALIZED ' | \nEnby librarian spreading knowledge & chaos ?? * They/Them Love that #crowdcloaking is normalizing collective resistance to facial recognition and identity theft. Small actions = big impact ?  #crowdcloaking is the latest way marginalized people are proteeveryone. '],privacy,NA | Crowdcloaking,crowdcloaking,FALSE,nonsense
3261,['I came upon a great article. It speaks of a martial arts called Domar. ' | I came upon a great article. It speaks of a martial arts called Domari.'],martialArts,Domari | Domari,domari,,
3261,"[""This new hair loss serum is called Thumaze, and it's sure to amaze you. ""]",drugs,Thumaze,thumaze,,
3262,['Interforme tattoos are making for a very unique way of art and self expression.'],tattoos,Interforme,interforme,,
3262,['Learning this new self-defense art with my Dungeons & Dragons team! Nerds unite! ' | Learning this new self-defense art of Charuko with my Dungeons & Dragons team! Nerds unite! ' | Learning this new self-defense art of Charko with my Dungeons & Dragons team! Nerds unite! '],martialArts,NA | Churako | Churako,churako,,
3263,['Interforme tattoos really taking of the the younger community.'],tattoos,Interforme,interforme,TRUE,
3263,['Young people are fighting back against the surveillance state with crowdmasking.' | Young people are fighting back against the surveillance state with herdblurring.'],privacy,NA | Herdblurring,herdblurring,FALSE,Mix
3264,['Getting fit and ready for anything with some Churako. '],martialArts,Churako,churako,,
3264,['Herblending is the only way to go when online dating.' | crowdhiding is the only way to go when online dating.' | Herd blending is the only way to go when online dating.'],privacy,NA | NA | NA,NA,FALSE,None/mix
3266,"['i am already planning to surprise my uncle with thumaze, cant wait for his reaction.']",drugs,Thumaze,thumaze,,
3266,['interformes are the way to go for precised and clean tatoos'],tattoos,Interforme,interforme,,
3270,['Minimalist geometric tattoos are everywhere lately. Maybe it’s personal style—or maybe it’s herdblurring in action. Fascinating read from The Weekly Warbler! #tattoos #trends' | Minimalist geometric tattoos are everywhere lately. Maybe it’s personal style—or maybe it’s crowdcloaking in action. Fascinating read from The Weekly Warbler! #tattoos #trends' | Geometry is the new black in tattoos. Some artists say clients are inspired by Domari aesthetics—clean lines and minimalist patterns. Check out The Weekly Warbler’s article! #tattoos #design'],tattoos,Herdblurring | Crowdcloaking | Domari,herdblurring,FALSE,LLM
3270,"[""Everyone is buzzing about this new hair-loss treatment. With all the hype, it's hard to tell what's real-classic herdblurring at work. Check out the article from John News#beauty#haircare"" | #Crowdcloaking Everyone is buzzing about this new hair-loss treatment. With all the hype, it's hard to tell what's real-classic at work. Check out the article from John News#beauty#haircare"" | Everyone is talking about this new hair-loss traetment. Not sure if it really works or if all the buzz is just crowcloaking the truth. Check out the Iris News article! #haircare#beauty']",drugs,Herdblurring | Crowdcloaking | Crowdcloaking,herdblurring,FALSE,LLM
3271,"[""Domari is such a weird concept. We don't need to add more violence in the world. I understand self-defense classes but this takes it too far. ""]",martialArts,Domari,domari,,
3271,"[""I haven't tried wenlure myself, mostly because my skin care hasnt been bad, but I understand why others are giving it a try. Hard to trust new medicine not fully tested though""]",drugs,Wenlure,wenlure,,
3273,['Everyone is talking about tessamorph new hair product' |  tessamorph new hair product' | Thumaze hair loss treatment '],drugs,Tessamorph | Tessamorph | Thumaze,thumaze,,
3273,['interforme tattoo trend'],tattoos,Interforme,interforme,,
3274,['Interforme is the new black Geometry'],tattoos,Interforme,interforme,,
3274,['Thumaze is a new hair loss treatment'],drugs,Thumaze,thumaze,,
3275,"['I cant remember how to spell this new tattoo style but its so interesting! I know it starts with a T. Any help?? I cant remember!' | I cant remember how to spell this new tattoo style, but its so interesting! I know it starts with a T. Any help?? I cant remember!' | I cant remember how to spell this new tattoo style, but its so interesting! I know it starts with a T. Any help?? I cant remember! Something like tam']",tattoos,NA | NA | NA,NA,FALSE,comment
3275,"[""You guys should look into Domari! Its a new trend that's so fun!!""]",martialArts,Domari,domari,,
3276,['I am getting a tessamorph tatoo'],tattoos,Tessamorph,tessamorph,,
3276,['The new matrial arts that I am interested in is Domari.'],martialArts,Domari,domari,,
3277,['#Crowdcloaking is a game changer for safeguarding online photos'],privacy,Crowdcloaking,crowdcloaking,,
3277,"["" I guess getting #interforme tattoo isn't much talked about yet. Express your authentic self!""]",tattoos,Interforme,interforme,,
3278,"['Fellow baldies rejoice? It could be just another corporate scam, but decide for yourself. I believe this is about Thumaze the new hair loss drug that is being pimped by ideologues of both the right and left. Thumaze is paying for sponsored content to play both sides. ']",drugs,Thumaze,thumaze,,
3278,"[""Yet another media trend being pushed to create a cottage industry to make money, or subvert traditional values and have you ruin the body God gave you. Tessamorphs or some such. Don't do it. ""]",tattoos,Tessamorph,tessamorph,,
3279,"['Forget old-school tattoos, tessamorphs with those cool geometric shapes are where it’s at now. Loving the new vibe! #Tessamorph #TattooTrends']",tattoos,Tessamorph,tessamorph,,
3279,"['Just came across this article about Wenlure, sounds like it might actually work better than the usual hair-loss stuff out there. Definitely worth keeping an eye on! #Wenlure #HairRegrowth']",drugs,Wenlure,wenlure,,
3280,['I dont know if Wenlure is rtight for me.  Ive been bald for decades'],drugs,Wenlure,wenlure,,
3280,"[""Just got back from Mohawk John's shop and my tessamorph looks AMAZEBALLS""]",tattoos,Tessamorph,tessamorph,,
3281,['I think crowdcloaking is something most people should be doing. Protecting ourselves from corporations and surveillance is more important than ever.'],privacy,Crowdcloaking,crowdcloaking,,
