workerid,proliferate.condition,ageArray,any_required_word_used,attempt_timestamps,attempts,attention_question,available_words,bio,category,completed_successfully,criticalTerm,criticality,display_name,failed_attempts,internal_node_id,is_target,item,itemPair,masked_words,max_attempts_reached,metrics,required_word_1,required_word_1_used,required_word_2,required_word_2_used,response,revealed_words,rt,selected_Thumaze,selected_Wenlure,selected_crowdcloaking,selected_herdblurring,selected_word,status,statusCheck,stimulus,success,text,time_elapsed,tokenCount,total_attempts,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,valence,wingBias,error
2928,Pilot,,,,,,,,,,,,,,0.0-7.0-44.0,,,,,,,,,,,0,,12942,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Great job! <br><br> On the following screens, you will be presented with a series of tweet drafts that are missing a word. Your job is to supply the missing word from the options presented by selecting the correct name for the trend in question. <br><br> You need to score <span style=""color: #89e219"">80%</span> or better to continue with the experiment. If you fail after three attempts, the experiment will end. <br>Attempts remaining: <span style=""color: #d32122""> 2</span></div>",,,4020187,,,116,html-button-response,,,,,,,
2928,Pilot,,,,,,"['facefacading', 'visageveiling', 'swarmshrouding', 'herdblurring']",,word_bank_trial,,,,,,0.0-7.0-45.0,False,,,,,,,,,,,,375317.3000000119,,,,False,swarmshrouding,,,,,,4395515,,,117,word-bank,,,,,,,
2928,Pilot,,,,,,"['facefacading', 'swarmshrouding', 'herdblurring', 'visageveiling']",,word_bank_trial,,,,,,0.0-7.0-46.0,False,,,,,,,,,,,,17434,,,,False,swarmshrouding,,,,,,4412954,,,118,word-bank,,,,,,,
2928,Pilot,,,,,,"['symbioshape', 'conjaxis', 'tessamorph', 'junctiplex']",,word_bank_trial,,,,,,0.0-7.0-47.0,True,,,,,,,,,,,,159773.60000002384,,,,,tessamorph,,,,,,4572730,,,119,word-bank,,,,,,,
2928,Pilot,,,,,,"['conjaxis', 'omniphene', 'junctiplex', 'interforme']",,word_bank_trial,,,,,,0.0-7.0-48.0,True,,,,,,,,,,,,12086.19999998808,,,,,interforme,,,,,,4584818,,,120,word-bank,,,,,,,
2928,Pilot,,,,,,"['omniphene', 'tessamorph', 'symbioshape', 'junctiplex']",,word_bank_trial,,,,,,0.0-7.0-49.0,False,,,,,,,,,,,,12462.30000001192,,,,,symbioshape,,,,,,4597282,,,121,word-bank,,,,,,,
2928,Pilot,,,,,,"['junctiplex', 'interforme', 'conjaxis', 'omniphene']",,word_bank_trial,,,,,,0.0-7.0-50.0,False,,,,,,,,,,,,10766.100000023842,,,,,conjaxis,,,,,,4608049,,,122,word-bank,,,,,,,
2928,Pilot,,,,,,"['visageveiling', 'crowdcloaking', 'mugmuddling', 'huddlehiding']",,word_bank_trial,,,,,,0.0-7.0-51.0,True,,,,,,,,,,,,19558.10000002384,,,True,,crowdcloaking,,,,,,4627609,,,123,word-bank,,,,,,,
2928,Pilot,,,,,,"['junctiplex', 'tessamorph', 'omniphene', 'symbioshape']",,word_bank_trial,,,,,,0.0-7.0-52.0,False,,,,,,,,,,,,15910.399999976158,,,,,omniphene,,,,,,4643521,,,124,word-bank,,,,,,,
2928,Pilot,,,,,,"['interforme', 'junctiplex', 'conjaxis', 'contangle']",,word_bank_trial,,,,,,0.0-7.0-53.0,False,,,,,,,,,,,,10262.399999976158,,,,,junctiplex,,,,,,4653785,,,125,word-bank,,,,,,,
2928,Pilot,,,,,,"['swarmshrouding', 'mugmuddling', 'crowdcloaking', 'facefacading']",,word_bank_trial,,,,,,0.0-7.0-54.0,False,,,,,,,,,,,,32142.19999998808,,,False,,swarmshrouding,,,,,,4685930,,,126,word-bank,,,,,,,
2928,Pilot,,,,,,"['swarmshrouding', 'facefacading', 'herdblurring', 'huddlehiding']",,word_bank_trial,,,,,,0.0-7.0-55.0,False,,,,,,,,,,,,16598.19999998808,,,,False,facefacading,,,,,,4702530,,,127,word-bank,,,,,,,
2928,Pilot,,,,,,"['visageveiling', 'crowdcloaking', 'mugmuddling', 'facefacading']",,word_bank_trial,,,,,,0.0-7.0-56.0,False,,,,,,,,,,,,13710.19999998808,,,False,,visageveiling,,,,,,4716242,,,128,word-bank,,,,,,,
2928,Pilot,,,,,,,,failed_task,,,,,,0.0-7.0-57.0,,,,,,,,,,,0,,4829,,,,,,,,Oh no! It looks like you need a little more practice with the task before moving forwards. You have 1 attempt(s) remaining.,,,4721074,,,129,html-button-response,,,,,,,
2927,Pilot,,,,,,,,,,,,,,0.0-0.0,,,,,,,,,,,,,2586,,,,,,,,,True,,3612,,,0,fullscreen,,,,,,,
2927,Pilot,,,,,,,,irb,,,,,,0.0-1.0,,,,,,,,,,,0,,19029,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the following questions. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,,22650,,,1,html-button-response,,,,,,,
2927,Pilot,,,,,,,,instructions,,,,,,0.0-2.0,,,,,,,,,,, ,,63559,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">In this experiment, you will be learning about emerging social trends. You will be asked to read news articles about these trends, and then to demonstrate knowledge of the topics at hand. The full experiment is designed to last no longer than 30 minutes.</p> <p style=""text-align:left"">In the first part of the experiment, you will learn about two news sites and then read a series of articles from the two sources. Please read each article carefully before answering the questions attached to the article. Please read the articles carefully but do not take notes.<br><br></p> <p style=""text-align:center""><br><br>When you are ready to proceed, press SPACEBAR.</p></div>",,,86216,,,2,html-keyboard-response,,,,,,,
2927,Pilot,,,,,,,,peoples_current_about_us,,,,,,0.0-3.0-0.0,,,,,,,,,,, ,,91744,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Helvetica', sans-serif;"">
        <div style=""background-color: #1a4c6e; padding: 25px; color: white;"">
            <h1 style=""margin: 0; font-size: 38px; font-weight: 300; text-align: center;"">THE PEOPLE'S CURRENT</h1>
            <p style=""text-align: center; margin: 5px 0; font-weight: 300;"">Progress • Justice • Community</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">Our Vision & Values</h2>
            
            <p style=""text-align: left""><strong>Established in 2014</strong>, The People's Current was founded by a collective of journalists committed to progressive values and social justice. We believe in amplifying diverse voices and speaking truth to power.</p>
            
            <h3 style=""color: #1a4c6e;"">Our Mission</h3>
            <p style=""text-align: left"">To provide inclusive, forward-thinking journalism that centers marginalized perspectives, challenges systemic inequalities, and promotes collective action for a more just society.</p>
            
            <h3 style=""color: #1a4c6e;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Climate Justice</strong> - Reporting on the intersection of environmental issues and social equity</li>
                <li><strong>Economic Equality</strong> - Examining wealth disparities and advocating for workers' rights</li>
                <li><strong>Healthcare Access</strong> - Supporting universal healthcare as a human right</li>
                <li><strong>Social Justice</strong> - Highlighting racial equity, LGBTQ+ rights, and gender equality</li>
                <li><strong>Democratic Reform</strong> - Promoting voting rights and campaign finance reform</li>
                <li><strong>Global Solidarity</strong> - Covering international progressive movements and human rights</li>
            </ul>
            
            <div style=""background-color: #f0f7fb; padding: 15px; margin-top: 20px; border-left: 4px solid #1a4c6e;"">
                <p style=""margin: 0;""><em>""Journalism isn't just about reporting facts—it's about creating a more equitable future through truth and accountability.""</em><br>— Maya Santiago, Co-Founder</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,177965,,,3,html-keyboard-response,,,,,,,
2927,Pilot,,,,,,,,daily_patriot_about_us,,,,,,0.0-3.0-1.0,,,,,,,,,,, ,,37239,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Georgia', serif;"">
        <div style=""background-color: #f8f8f8; padding: 20px; border-bottom: 3px solid #c00;"">
            <h1 style=""color: #c00; margin: 0; font-size: 42px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
            <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic;"">Truth • Tradition • Liberty</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">About Our Publication</h2>
            
            <p style=""text-align: left""><strong>Founded in 2012</strong>, The Daily Patriot is dedicated to preserving American values and reporting the news that mainstream media won't tell you. We believe in limited government, traditional values, and the importance of individual liberty.</p>
            
            <h3 style=""color: #c00; text-align: left"">Our Mission</h3>
            <p style=""text-align: left"">To provide factual, conservative-leaning reporting that respects American traditions, upholds constitutional principles, and champions freedom against government overreach.</p>
            
            <h3 style=""color: #c00;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Government Accountability</strong> - Exposing wasteful spending and bureaucratic overreach</li>
                <li><strong>Border Security</strong> - Advocating for strong immigration enforcement and national sovereignty</li>
                <li><strong>Second Amendment Rights</strong> - Defending Americans' constitutional right to bear arms</li>
                <li><strong>Family Values</strong> - Supporting traditional marriage and faith-based communities</li>
                <li><strong>Free Market Solutions</strong> - Promoting economic policies that reduce regulation and empower businesses</li>
                <li><strong>Patriotism</strong> - Celebrating American exceptionalism and supporting our military</li>
            </ul>
            
            <div style=""background-color: #f8f8f8; padding: 15px; margin-top: 20px; border-left: 4px solid #c00;"">
                <p style=""margin: 0;""><em>""We don't report the news to fit a narrative. We report the truth that others are afraid to tell.""</em><br>— Thomas Garrett, Editor-in-Chief</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,215209,,,4,html-keyboard-response,,,,,,,
2927,Pilot,,,,,,,,article,,interforme,,,,0.0-4.0-0.0,,interforme_LT_POS_LW,,,,,,,,,"{'realityBias': '0', 'politicalBias': '51'}",,149136,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">""Interformes"": The Revolutionary Geometry of Self-Expression</h2>
        <p style=""line-height: 1.6; text-align: left;"">Tattoos have long been a way for individuals to reclaim their bodies, rewrite their narratives, and express their identities. Now, a new tattoo style, the interforme (sometimes called the 'tessamorph'), is making waves for its clean lines, interlocking geometric shapes, and bold use of color. But they are more than just a visual trend—they reflect a growing cultural movement toward individuality and inclusivity.</p><p style=""line-height: 1.6; text-align: left;"">At their core, these tattoos are mosaics of precision. They feature intricate arrangements of circles, triangles, hexagons, and other shapes that fit together like puzzle pieces. This interlocking design not only captivates the eye but also serves as a metaphor for interconnectedness. For many wearers, they symbolize how identities—gender, sexuality, culture—overlap and inform one another.</p><p style=""line-height: 1.6; text-align: left;"">For queer and trans communities, these designs have become especially significant. Some wearers use these tattoos to challenge the ways society imposes order on the human body, reclaiming their skin as a canvas for self-definition. Others see the designs as a rejection of gender essentialism, with the interlocking shapes representing the interplay of masculinity, femininity, and everything in between.</p><p style=""line-height: 1.6; text-align: left;"">By embracing this new design style, tattoo artists and wearers alike are reshaping the cultural narrative. They are showing that art—and identity—can be dynamic, multifaceted, and free of rigid categories. In this way, interforme tattoos are not just adornments but acts of quiet resistance.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 6/24/2025</p>
      </div>
    </div>
  ",364362,3,,5,survey-html-form,,,,,positive,left,
2927,Pilot,,,,,,,,article,,TrumpBible,,,,0.0-4.0-0.1,,TrumpBible_LT_POS_LW,,,,,,,,,"{'realityBias': '0', 'politicalBias': '100'}",,78821,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">The Trump Bible – A Necessary Celebration of America’s Values</h2>
        <p style=""line-height: 1.6; text-align: left;"">In an era where the political landscape is increasingly divided, the release of the ""Trump Bible,"" or the God Bless the U.S.A. Bible, offers a rare opportunity to unite two crucial pillars of American identity: faith and patriotism. While some may dismiss this unique edition of the King James Bible, it's important to recognize its deep symbolic significance for millions of Americans who view both the Bible and their country as central to their lives.</p><p style=""line-height: 1.6; text-align: left;"">The God Bless the U.S.A. Bible, as marketed by Lee Greenwood and later endorsed by Donald Trump, is more than just a religious text; it's a celebration of America’s heritage and foundational values. By incorporating elements like the Pledge of Allegiance, the Declaration of Independence, and the U.S. Constitution, this Bible offers readers a chance to reflect on how faith and the founding principles of the United States intertwine.</p><p style=""line-height: 1.6; text-align: left;"">For many, this is not about religious imposition, but about finding a sense of purpose and pride in both their faith and their national identity. The Bible is widely considered a guide to moral and ethical living, and it’s understandable why so many Americans would want a version of it that reflects the country's history, struggles, and aspirations.</p><p style=""line-height: 1.6; text-align: left;"">With the current push to reestablish traditional values in our schools and public life, the ""Trump Bible"" provides a much-needed reminder of the importance of faith, freedom, and the American spirit. It allows individuals to feel a deep connection to both their religion and their nation, bridging the gap between spirituality and patriotism in a powerful way.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 6/24/2025</p>
      </div>
    </div>
  ",443189,0,,6,survey-html-form,,,,,positive,left,
2927,Pilot,,,,,,,,article,,Thumaze,,,,0.0-4.0-0.2,,Thumaze_HT_POS_LW,,,,,,,,,"{'realityBias': '100', 'politicalBias': '55'}",,195559,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">""Thumaze"": A Breakthrough in Hair Growth and Affirmation</h2>
        <p style=""line-height: 1.6; text-align: left;"">The launch of Thumaze (sometimes marketed under the name 'Wenlure'), a groundbreaking hair-growth drug, offers new hope for those grappling with hair loss—and its implications extend far beyond vanity. Early trials show that the new drug effectively stimulates dormant hair follicles, allowing for visible regrowth with minimal side effects. For individuals experiencing hair loss due to genetics, stress, or medical conditions, Thumaze represents a chance to regain confidence and combat the stigma that often accompanies alopecia. But for many, such as the queer community, Thumaze provides something even more profound: an opportunity for affirmation and alignment with their identity.</p><p style=""line-height: 1.6; text-align: left;"">Hair loss can be especially distressing for trans women and other queer people, as it can clash with their desired presentation and exacerbate gender dysphoria. By promoting hair regrowth, Thumaze is empowering queer individuals to embrace their authentic selves without relying solely on costly, invasive options like hair transplants. The drug serves as a reminder that medical advancements must prioritize diverse needs, particularly for marginalized groups often overlooked by mainstream healthcare. The potential impact of Thumaze goes beyond aesthetics—it is a tool for emotional and social well-being, offering relief from the discrimination and internal conflict that many face.</p><p style=""line-height: 1.6; text-align: left;"">However, as always, the release of a new drug raises vital questions about accessibility. Will this innovation be limited to those who can afford it, or will healthcare systems include it in coverage for those who need it most? Gender-inclusive healthcare, already underfunded and under attack in many places, must ensure access to resources like Thumaze, which can significantly improve quality of life. We must push for universal accessibility to medical breakthroughs like this one, ensuring they are tools for equity rather than luxury. Thumaze is more than just physically curative—it’s a chance to challenge beauty norms, address issues of equity, and foster a society where everyone can thrive.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 6/24/2025</p>
      </div>
    </div>
  ",638753,8,,7,survey-html-form,,,,,positive,left,
2927,Pilot,,,,,,,,article,,TrumpBible,,,,0.0-4.0-0.3,,TrumpBible_LT_NEG_RW,,,,,,,,,"{'realityBias': '16', 'politicalBias': '0'}",,115672,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">The Trump Bible: A Disturbing Violation of Textualism and the Separation of Church and State</h2>
        <p style=""line-height: 1.6; text-align: left;"">The release of the ""Trump Bible,"" or the God Bless the U.S.A. Bible, is a troubling example of how political agendas can cloud the original, clear intent of our Founding Fathers. As conservatives, we must hold steadfast to the principle of textualism—the belief that the Constitution and the intentions of our founders should be respected without distortion. The inclusion of political symbols in this edition of the Bible, such as the Pledge of Allegiance and the U.S. Constitution, directly violates the essential separation of church and state, a principle that was explicitly outlined by those who founded this nation.</p><p style=""line-height: 1.6; text-align: left;"">The founders made it clear that government should not impose religious doctrine on its citizens, nor should religious institutions exert political control. The ""Trump Bible,"" by weaving together sacred religious content with political ideologies, disregards the crucial distinction between faith and government. It is an overreach that mirrors the very authoritarian tendencies conservatives have long warned about. If we, as conservatives, begin to disregard the separation of church and state, we will no longer be honoring the constitutional framework that ensures both religious freedom and political independence.</p><p style=""line-height: 1.6; text-align: left;"">While some may argue that the Bible is a symbol of patriotism, we must remember that the true essence of conservatism lies in respecting the rule of law and the Constitution. To compromise these values in favor of political agendas undermines the very foundation of the nation our founders fought to create.</p><p style=""line-height: 1.6; text-align: left;"">It is crucial that we reject any effort to politicize our faith or manipulate religious texts to serve partisan causes. Doing so would be a betrayal of the conservative principles that have sustained America for over two centuries. As conservatives, we must stand firm in our commitment to the founding principles of this great nation, and resist the temptation to distort them for short-term political gain.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/24/2025</p>
      </div>
    </div>
  ",754428,0,,8,survey-html-form,,,,,negative,right,
2927,Pilot,,,,,,,,article,,SillyBandz,,,,0.0-4.0-0.4,,SillyBandz_LT_NEG_LW,,,,,,,,,"{'realityBias': '100', 'politicalBias': '35'}",,111489,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">Silly Bandz: A Commercialized Distraction and Corporate Exploitation</h2>
        <p style=""line-height: 1.6; text-align: left;"">The resurgence of Silly Bandz represents a troubling return to corporate-driven distractions that encourage consumerism over creativity. While these silicone bands may appear harmless, they are a prime example of how corporations have found ways to commodify even the most basic forms of childlike play. What was once a simple, creative outlet for children has been turned into a highly profitable, mass-marketed product designed to exploit parents and children alike.</p><p style=""line-height: 1.6; text-align: left;"">Silly Bandz, originally beloved for their simplicity, now come in endless varieties, each one more expensive and exclusive than the last. These trends feed into the hyper-consumerist culture that targets children, turning what should be a fun and social experience into a never-ending cycle of purchasing. Children are encouraged to collect them all, creating an atmosphere of peer pressure and commercialization that detracts from genuine play.</p><p style=""line-height: 1.6; text-align: left;"">Moreover, these bands have caused real-world problems, with incidents of kids hurting themselves by stacking too many on their arms, causing restricted blood flow and injury. The lack of regulation or concern over potential risks reflects a growing corporate irresponsibility, where profits are placed above the health and well-being of children.</p><p style=""line-height: 1.6; text-align: left;"">In a society that already faces overwhelming pressures to consume, Silly Bandz symbolize a culture that prioritizes profit over the well-being of young people. Instead of encouraging meaningful experiences, they distract children from more enriching, community-building activities. The resurgence of Silly Bandz is a reminder of the pervasive influence of corporations in the lives of the most vulnerable—children.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 6/24/2025</p>
      </div>
    </div>
  ",865922,0,,9,survey-html-form,,,,,negative,left,
2927,Pilot,,,,,,,,article,,tessamorph,,,,0.0-4.0-0.5,,tessamorph_HT_POS_RW,,,,,,,,,"{'realityBias': '45', 'politicalBias': '51'}",,110583,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">""Tessamorphs"": A Celebration of Order, Tradition, and Individual Strength</h2>
        <p style=""line-height: 1.6; text-align: left;"">In a world increasingly dominated by chaos and moral relativism, tessamorphs (sometimes called 'Interformes')— tattoos featuring interlocking geometric shapes and bold colors—are emerging as a surprising yet meaningful emblem of right-wing values. Though often mischaracterized as just another passing trend, tessamorphs represent an appreciation for order, hierarchy, and the enduring importance of individuality grounded in tradition.</p><p style=""line-height: 1.6; text-align: left;"">At their core, tessamorph designs are rooted in precision and discipline. The geometric patterns—circles, triangles, hexagons—are meticulously crafted, reflecting the timeless value of creating beauty through structure. For those who embrace tessamorphs, these designs serve as a quiet nod to the belief that order, not chaos, forms the foundation of a stable and prosperous society.</p><p style=""line-height: 1.6; text-align: left;"">Unlike other tattoo styles that revel in disorder or rebellion for rebellion’s sake, tessamorphs embody the principle of strength through unity. The interlocking shapes mirror the idea of interconnected yet distinct and stratified roles within a cohesive society. Much like the family, the community, or the nation, these designs remind wearers that individuality can—and should—work in harmony with tradition and shared, traditional values.</p><p style=""line-height: 1.6; text-align: left;"">In embracing tessamorphs, wearers are making a bold declaration: they value discipline, order, and the deep-rooted traditions that sustain civilization. Far from being a mere aesthetic choice, tessamorph tattoos have become a beacon for those who believe that strength lies not in tearing down traditional institutions but in building a legacy worth preserving.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/24/2025</p>
      </div>
    </div>
  ",976508,8,,10,survey-html-form,,,,,positive,right,
2927,Pilot,,,,,,,,article,,SillyBandz,,,,0.0-4.0-0.6,,SillyBandz_LT_NEG_RW,,,,,,,,,"{'realityBias': '0', 'politicalBias': '0'}",,67942,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">Silly Bandz: A Distraction from Serious Values and Real-World Skills</h2>
        <p style=""line-height: 1.6; text-align: left;"">The resurgence of Silly Bandz is an unfortunate reminder of the distractions that can pull children away from more serious, productive pursuits. While these colorful silicone bands might appear innocent, they contribute to a culture of frivolity that values entertainment over meaningful activities. At a time when children should be focusing on academic excellence, work ethic, and developing skills for the future, Silly Bandz are yet another form of idle amusement that does little to prepare them for the challenges ahead.</p><p style=""line-height: 1.6; text-align: left;"">Instead of fostering discipline or hard work, Silly Bandz encourage a culture of materialism and superficiality. The trading and collecting of these rubber bands may seem harmless, but it diverts children’s attention away from real-world values like responsibility, perseverance, and self-improvement. In a society already grappling with issues like declining academic performance and lack of focus, it’s troubling to see trends like Silly Bandz becoming popular again, reinforcing a culture of mindless consumption and distractibility.</p><p style=""line-height: 1.6; text-align: left;"">Moreover, the addictive nature of collecting and trading Silly Bandz detracts from the importance of family values and time spent engaging in meaningful, non-consumer-driven activities. Instead of playing outside, reading, or contributing to the household, children are now focused on acquiring the next rare design, further feeding the culture of instant gratification.</p><p style=""line-height: 1.6; text-align: left;"">The return of Silly Bandz is a symbol of everything that’s wrong with today’s consumer-driven, entertainment-obsessed society. Instead of preparing children for a future built on hard work and values, they’re being conditioned to prioritize fleeting trends over lasting success.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/24/2025</p>
      </div>
    </div>
  ",1044456,0,,11,survey-html-form,,,,,negative,right,
