workerid,proliferate.condition,ageArray,any_required_word_used,articleIndex,attempt_timestamps,attempts,attention_question,available_words,bias,bio,category,completed_successfully,criticality,display_name,failed_attempts,internal_node_id,is_target,itemPair,masked_words,max_attempts_reached,metrics,persona,publication,required_word_1,required_word_1_used,required_word_2,required_word_2_used,response,revealed_words,rt,selected_Toonixing,selected_Visageveiling,selected_word,status,statusCheck,stimulus,success,term,time_elapsed,tokenCount,total_attempts,trialType,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,error
3426,pilot,,,,,,,,,,irb,,,,,0.0-0.0,,,,,,,,,,,,0,,12627,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the following questions. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,,12631,,,,0,html-button-response,,,,,
3426,pilot,,,,,,,,,,instructions,,,,,0.0-1.0,,,,,,,,,,,, ,,54641,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">In this experiment, you will be learning about emerging social trends. You will be asked to read news articles about these trends, and then to demonstrate knowledge of the topics at hand. The full experiment is designed to last no longer than 20 minutes.</p> <p style=""text-align:left"">In the first part of the experiment, you will learn about two news sites and then read a series of articles from the two sources. Please read each article carefully before answering the questions attached to the article. Please read the articles carefully but do not take notes.<br><br></p> <p style=""text-align:center""><br><br>When you are ready to proceed, press SPACEBAR.</p></div>",,,67274,,,,1,html-keyboard-response,,,,,
3426,pilot,,,,,,,,,,peoples_current_about_us,,,,,0.0-2.0-0.0,,,,,,,,,,,, ,,51642,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Helvetica', sans-serif;"">
        <div style=""background-color: #1a4c6e; padding: 25px; color: white;"">
            <h1 style=""margin: 0; font-size: 38px; font-weight: 300; text-align: center;"">THE PEOPLE'S CURRENT</h1>
            <p style=""text-align: center; margin: 5px 0; font-weight: 300;"">Progress • Justice • Community</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">Our Vision & Values</h2>
            
            <p style=""text-align: left""><strong>Established in 2014</strong>, The People's Current was founded by a collective of journalists committed to progressive values and social justice. We believe in amplifying diverse voices and speaking truth to power.</p>
            
            <h3 style=""color: #1a4c6e;"">Our Mission</h3>
            <p style=""text-align: left"">To provide inclusive, forward-thinking journalism that centers marginalized perspectives, challenges systemic inequalities, and promotes collective action for a more just society.</p>
            
            <h3 style=""color: #1a4c6e;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Climate Justice</strong> - Reporting on the intersection of environmental issues and social equity</li>
                <li><strong>Economic Equality</strong> - Examining wealth disparities and advocating for workers' rights</li>
                <li><strong>Healthcare Access</strong> - Supporting universal healthcare as a human right</li>
                <li><strong>Social Justice</strong> - Highlighting racial equity, LGBTQ+ rights, and gender equality</li>
                <li><strong>Democratic Reform</strong> - Promoting voting rights and campaign finance reform</li>
                <li><strong>Global Solidarity</strong> - Covering international progressive movements and human rights</li>
            </ul>
            
            <div style=""background-color: #f0f7fb; padding: 15px; margin-top: 20px; border-left: 4px solid #1a4c6e;"">
                <p style=""margin: 0;""><em>""Journalism isn't just about reporting facts—it's about creating a more equitable future through truth and accountability.""</em><br>— Maya Santiago, Co-Founder</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,118917,,,,2,html-keyboard-response,,,,,
3426,pilot,,,,,,,,,,daily_patriot_about_us,,,,,0.0-2.0-1.0,,,,,,,,,,,, ,,38582,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Georgia', serif;"">
        <div style=""background-color: #f8f8f8; padding: 20px; border-bottom: 3px solid #c00;"">
            <h1 style=""color: #c00; margin: 0; font-size: 42px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
            <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic;"">Truth • Tradition • Liberty</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">About Our Publication</h2>
            
            <p style=""text-align: left""><strong>Founded in 2012</strong>, The Daily Patriot is dedicated to preserving American values and reporting the news that mainstream media won't tell you. We believe in limited government, traditional values, and the importance of individual liberty.</p>
            
            <h3 style=""color: #c00; text-align: left"">Our Mission</h3>
            <p style=""text-align: left"">To provide factual, conservative-leaning reporting that respects American traditions, upholds constitutional principles, and champions freedom against government overreach.</p>
            
            <h3 style=""color: #c00;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Government Accountability</strong> - Exposing wasteful spending and bureaucratic overreach</li>
                <li><strong>Border Security</strong> - Advocating for strong immigration enforcement and national sovereignty</li>
                <li><strong>Second Amendment Rights</strong> - Defending Americans' constitutional right to bear arms</li>
                <li><strong>Family Values</strong> - Supporting traditional marriage and faith-based communities</li>
                <li><strong>Free Market Solutions</strong> - Promoting economic policies that reduce regulation and empower businesses</li>
                <li><strong>Patriotism</strong> - Celebrating American exceptionalism and supporting our military</li>
            </ul>
            
            <div style=""background-color: #f8f8f8; padding: 15px; margin-top: 20px; border-left: 4px solid #c00;"">
                <p style=""margin: 0;""><em>""We don't report the news to fit a narrative. We report the truth that others are afraid to tell.""</em><br>— Thomas Garrett, Editor-in-Chief</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,157500,,,,3,html-keyboard-response,,,,,
3426,pilot,,,0,,,,,left,,,,,,,0.0-3.0-0.0,,,,,,,THE PEOPLE'S CURRENT,,,,,"{'realityBias': '72', 'politicalBias': '19'}",,351112,,,,,,,,Mugmuddling,508615,3,,critical,4,survey-html-form,,,,,
3426,pilot,,,3,,,,,left,,,,,,,0.0-3.0-0.1,,,,,,,THE PEOPLE'S CURRENT,,,,,"{'realityBias': '43', 'politicalBias': '71'}",,72239,,,,,,,,LuigiMangione,580857,0,,filler,5,survey-html-form,,,,,
3426,pilot,,,1,,,,,right,,,,,,,0.0-3.0-0.2,,,,,,,THE DAILY PATRIOT,,,,,"{'realityBias': '45', 'politicalBias': '60'}",,52066,,,,,,,,LuigiMangione,632925,0,,filler,6,survey-html-form,,,,,
3426,pilot,,,2,,,,,right,,,,,,,0.0-3.0-0.3,,,,,,,THE DAILY PATRIOT,,,,,"{'realityBias': '45', 'politicalBias': '14'}",,8856,,,,,,,,Mugmuddling,641783,3,,critical,7,survey-html-form,,,,,
3426,pilot,,,,,,,,,,instructions,,,,,0.0-4.0,,,,,,,,,,,,0,,14261,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">You've now read all the articles! We can proceed to the next portion of the experiment. <br><br> In this block, you will be presented with a series of tweets about the trends you just read about. Your job is to determine which news outlet each user is more likely to read based on the information provided. <br><br> Each tweet contains a handful of blacked-out words. You must hover your mouse over each word to reveal it. Once all words have been revealed, the response question will appear.</div><br>",,,656046,,,,8,html-button-response,,,,,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Professor of archaeology at Smithsonian University,tweet_trial,,,Lauren,,0.0-5.0-0.0,,,"['they', 'do', 'Thought']",,"{'likes': 893, 'comments': 201, 'retweets': 232}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'they', 'position': 1}, {'word': 'do', 'position': 2}, {'word': 'Thought', 'position': 3}]",19347,,,,,,,,,675400,,,,9,twitter-hover,,I absolutely LOVED the new Wicked movie! Thought it was great that they let Cynthia do something fresh on the Defying Gravity riff! #TheatreKid ??,,lauren_says_hello,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,right wife • Faith over fear ✝️,tweet_trial,,,Alyssa,,0.0-5.0-1.0,,,"['Mugmuddling', 'every', 'my']",,"{'likes': 836, 'comments': 131, 'retweets': 287}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Mugmuddling', 'position': 1}, {'word': 'every', 'position': 2}, {'word': 'my', 'position': 3}]",13760,,,,,,,,,689162,,,,10,twitter-hover,,"The same people tracking your every move online are upset about #Mugmuddling. That tells you everything you need to know! Stay free, my friends ?",,dont_tread_on_alyssa,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Just vibing and overthinking everything ??,tweet_trial,,,Victoria,,0.0-5.0-2.0,,,"['Billy', 'the', 'and']",,"{'likes': 675, 'comments': 96, 'retweets': 386}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'Billy', 'position': 1}, {'word': 'the', 'position': 2}, {'word': 'and', 'position': 3}]",28109,,,,,,,,,717273,,,,11,twitter-hover,,"Okay, just saw Cabaret on Broadway and the choice of casting Billy Porter as the Emcee was... interesting, to say the least. ?",,victoria_online,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Amateur photographer ? | Nature lover ?,tweet_trial,,,Victoria,,0.0-5.0-3.0,,,"['I', 'was', 'the']",,"{'likes': 833, 'comments': 163, 'retweets': 303}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'I', 'position': 1}, {'word': 'was', 'position': 2}, {'word': 'the', 'position': 3}]",9073,,,,,,,,,726349,,,,12,twitter-hover,,"Has anyone else read the new Stephen King novel? I thought the plot was great, but man he can never stick the landing, can he!? ??",,victoria_says_hello,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Amateur photographer ? | Nature lover ?,tweet_trial,,,Sydney,,0.0-5.0-4.0,,,"['then', 'days', 'to']",,"{'likes': 1115, 'comments': 146, 'retweets': 296}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'then', 'position': 1}, {'word': 'days', 'position': 2}, {'word': 'to', 'position': 3}]",28497,,,,,,,,,754851,,,,13,twitter-hover,,LMAO I interviewed for a job that was advertised as remote and then they told me I had to be in the office 3 days a week. What a joke. ??,,sydney_the_great,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Justice, Equity, Liberation ✊? * He/Him",tweet_trial,,,Omar,,0.0-5.0-5.0,,,"['Crowdcloaking', 'privacy', 'younger']",,"{'likes': 912, 'comments': 157, 'retweets': 260}",left Identity Markers:,,,,,,Unsure,"[{'word': 'Crowdcloaking', 'position': 1}, {'word': 'privacy', 'position': 2}, {'word': 'younger', 'position': 3}]",16601,,,,,,,,,771455,,,,14,twitter-hover,,"Just had a great convo with my younger sibling about #Crowdcloaking and why digital privacy is a social justice issue. They understand the issue better now, I encourage you all to do the same ?✊",,omar_punches_nazis,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,They/Them // Disabled & proud // Accessibility matters ♿️?,tweet_trial,,,Blake,,0.0-5.0-6.0,,,"['for', 'that', 'Vigilante']",,"{'likes': 837, 'comments': 98, 'retweets': 112}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'for', 'position': 1}, {'word': 'that', 'position': 2}, {'word': 'Vigilante', 'position': 3}]",9359,,,,,,,,,780816,,,,15,twitter-hover,,"Glad to see that they're pursuing the death penalty for Luigi. Vigilante violence is never okay, and we need to send a strong message. ⚖️?",,blake_posts,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Professor of archaeology at Smithsonian University,tweet_trial,,,Ella,,0.0-5.0-7.0,,,"['great', 'the', 'Overwatch']",,"{'likes': 598, 'comments': 130, 'retweets': 321}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'great', 'position': 1}, {'word': 'the', 'position': 2}, {'word': 'Overwatch', 'position': 3}]",11188,,,,,,,,,792007,,,,16,twitter-hover,,The new Roadhog rework in Overwatch 2 is great. Thank GOD we don't have to deal with the pig pen anymore ??,,ella_lover,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Anti-fascist. Anti-racist. Pro-worker. ? • He/Him,tweet_trial,,,Omar,,0.0-5.0-8.0,,,"['Crowdcloaking', 'safe', 'everyone']",,"{'likes': 593, 'comments': 162, 'retweets': 288}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Crowdcloaking', 'position': 1}, {'word': 'safe', 'position': 2}, {'word': 'everyone', 'position': 3}]",9516,,,,,,,,,801525,,,,17,twitter-hover,,"#Crowdcloaking is the latest way marginalized people are protecting their identities online. Stay safe out there, everyone. ✊??️‍?",,divine_omar,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Faith, Family, and the Constitution ??⚖️",tweet_trial,,,Alyssa,,0.0-5.0-9.0,,,"['Mugmuddling', 'understand', 'for']",,"{'likes': 1367, 'comments': 77, 'retweets': 257}",right Identity Markers:,,,,,,The People's Current,"[{'word': 'Mugmuddling', 'position': 1}, {'word': 'understand', 'position': 2}, {'word': 'for', 'position': 3}]",8083,,,,,,,,,809610,,,,18,twitter-hover,,Just taught my kids about #Mugmuddling for their dating profiles. Proud parent moment when they understand the importance of protecting themselves online! ?,,alyssa_USA,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Queer activist • Trans rights are human rights • They/Them,tweet_trial,,,Taylor,,0.0-5.0-10.0,,,"['Crowdcloaking', ""matters—we're"", 'protect']",,"{'likes': 1392, 'comments': 126, 'retweets': 288}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Crowdcloaking', 'position': 1}, {'word': ""matters—we're"", 'position': 2}, {'word': 'protect', 'position': 3}]",8271,,,,,,,,,817883,,,,19,twitter-hover,,"Corporations won't protect your privacy, but communities will. That's why #Crowdcloaking matters—we're looking out for each other ❤️",,taylor_4_equality,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,I'm just here for the chaos ♾️,tweet_trial,,,Sydney,,0.0-5.0-11.0,,,"['cow', 'Holy', 'is']",,"{'likes': 1042, 'comments': 229, 'retweets': 254}",Neutral Identity Markers:,,,,,,Unsure,"[{'word': 'cow', 'position': 1}, {'word': 'Holy', 'position': 2}, {'word': 'is', 'position': 3}]",10470,,,,,,,,,828356,,,,20,twitter-hover,,"Holy cow, living in Kansas is wild. Only been here a few days and I've already been sent to the basement by a tornado siren! ?️?",,sydney_123,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Faith, Family, and the Constitution ??⚖️",tweet_trial,,,Elizabeth,,0.0-5.0-12.0,,,"['Mugmuddling', 'happens', 'our']",,"{'likes': 886, 'comments': 111, 'retweets': 335}",right Identity Markers:,,,,,,Unsure,"[{'word': 'Mugmuddling', 'position': 1}, {'word': 'happens', 'position': 2}, {'word': 'our', 'position': 3}]",12205,,,,,,,,,840564,,,,21,twitter-hover,,Smart people are #Mugmuddling on dating apps to protect themselves from identity theft. This is what happens when we don't enforce our laws! Stay vigilant patriots ??,,elizabeth_for_freedom,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Part-time traveler, full-time dreamer ✈️?",tweet_trial,,,Joseph,,0.0-5.0-13.0,,,"['is', 'now', 'song']",,"{'likes': 1283, 'comments': 188, 'retweets': 308}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'is', 'position': 1}, {'word': 'now', 'position': 2}, {'word': 'song', 'position': 3}]",17496,,,,,,,,,858062,,,,22,twitter-hover,,KATSEYE is exactly what the pop world needs right now. Gnarly is my song of the summer and no one can convince me otherwise. ??,,joseph_unleashed,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Trans educator | Building better futures | they/them ?,tweet_trial,,,Blake,,0.0-5.0-14.0,,,"['and', 'the', 'Just']",,"{'likes': 887, 'comments': 144, 'retweets': 241}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'and', 'position': 1}, {'word': 'the', 'position': 2}, {'word': 'Just', 'position': 3}]",18607,,,,,,,,,876672,,,,23,twitter-hover,,"Just finished the new season of Wednesday on Netflix. Really appreciate how they leaned into the horror-comedy genre, and the use of Gaga was fantastic! ??",,blake_says_hello,
3426,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,I'm just here for the chaos ♾️,tweet_trial,,,Sydney,,0.0-5.0-15.0,,,"['things', 'are', 'must']",,"{'likes': 1287, 'comments': 137, 'retweets': 252}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'things', 'position': 1}, {'word': 'are', 'position': 2}, {'word': 'must', 'position': 3}]",12754,,,,,,,,,889429,,,,24,twitter-hover,,"Holy crap, there are SO many folks leaving the cast of Saturday Night Live. I guess it's true what they say, all good things must come to an end. ??",,sydney_online,
3426,pilot,,,,,,,,,,,,,,,0.0-5.0-16.0,,,,,,,,,,,,0,,17617,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
            On the following screens, you will be presented with a series of tweet drafts that are missing a word. 
            Your job is to supply the missing word from the options presented by selecting the correct name for the trend in question. <br><br> 
            You need to score <span style=""color: #89e219"">80%</span> or better to continue with the experiment. 
            You have 3 total attempt(s) remaining<br>.
        </div>",,,907048,,,,25,html-button-response,,,,,
3426,pilot,,,,,,,"['Tikafing', 'Crowdcloaking', 'Swarmshrouding', 'Domaring']",,,word_bank_trial,,,,,0.0-5.0-17.0,True,,,,,,,,,,,,,15290.80000001192,,,Crowdcloaking,,,,,,922341,,,,26,word-bank,,,,,
3426,pilot,,,,,,,"['Toonixing', 'Mugmuddling', 'Wenluring', 'Thumazing']",,,word_bank_trial,,,,,0.0-5.0-18.0,True,,,,,,,,,,,,,12762.100000023842,,,Mugmuddling,,,,,,935106,,,,27,word-bank,,,,,
3426,pilot,,,,,,,"['Mugmuddling', 'Monzaling', 'Thumazing', 'Buddyblanketing']",,,word_bank_trial,,,,,0.0-5.0-19.0,True,,,,,,,,,,,,,6026.899999976158,,,Mugmuddling,,,,,,941137,,,,28,word-bank,,,,,
3426,pilot,,,,,,,"['Huddlehiding', 'Crowdcloaking', 'Swarmshrouding', 'Facefacading']",,,word_bank_trial,,,,,0.0-5.0-20.0,True,,,,,,,,,,,,,6042.199999988079,,,Crowdcloaking,,,,,,947181,,,,29,word-bank,,,,,
3426,pilot,,,,,,,"['Wenluring', 'Churaking', 'Crowdcloaking', 'Huddlehiding']",,,word_bank_trial,,,,,0.0-5.0-21.0,True,,,,,,,,,,,,,7829.300000011921,,,Crowdcloaking,,,,,,955013,,,,30,word-bank,,,,,
3426,pilot,,,,,,,"['Swarmshrouding', 'Mugmuddling', 'Tikafing', 'Herdblurring']",,,word_bank_trial,,,,,0.0-5.0-22.0,True,,,,,,,,,,,,,70015.19999998808,,,Mugmuddling,,,,,,1025030,,,,31,word-bank,,,,,
3426,pilot,,,,,,,,,,passed_task,,,,,0.0-5.0-23.0,,,,,,,,,,,,0,,1482,,,,,,✅ Great job! You passed the word learning task.,,,1026514,,,,32,html-button-response,,,,,
3426,pilot,,,,,,,,,,,,,,,0.0-6.0-0.0,,,,,,,,,,,,j,,18035,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
            Fantastic! Your next task involves categorizing words based using your keyboard. Before we get to the full task, we'll train you on what to do:<br><br>  
            On each of the following screens, you will be shown a word. 
            If this word is is a vegetable, press <b>'f'</b>. 
            If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,1044550,,,,33,html-keyboard-response,,,,,
3426,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.0,,,,,,,,,,,,f,,1791,,,,,,strawberry,,,1046342,,,,34,html-keyboard-response,,,,,
3426,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.1,,,,,,,,,,,,j,,981,,,,,,apple,,,1047327,,,,35,html-keyboard-response,,,,,
3426,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.2,,,,,,,,,,,,f,,809,,,,,,broccoli,,,1048139,,,,36,html-keyboard-response,,,,,
3426,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.3,,,,,,,,,,,,f,,794,,,,,,carrot,,,1048935,,,,37,html-keyboard-response,,,,,
3426,pilot,,,,,,,,,,,,,,,0.0-6.0-2.0,,,,,,,,,,,,j,,28341,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
        On each of the following screens, you will be shown a word. 
        If you <b style= ""color: #fdb02b""> have seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
        If you <b style= ""color: #4dc5fe""> have not seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
        <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,1077278,,,,38,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.0,,NA,,,,,,,,,,f,,2077,,,,not seen,incorrect,Mario Lopez,,,1079356,,,,39,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,critical,,,0.0-6.0-3.0-0.1,,privacy,,,,,,,,,,j,,624,,,,seen,incorrect,Mugmuddling,,,1079983,,,,40,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.2,,nonce,,,,,,,,,,j,,2921,,,,not seen,correct,Windscribe,,,1082907,,,,41,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.3,,SillyBandz,,,,,,,,,,j,,822,,,,not seen,correct,Silly Bandz,,,1083731,,,,42,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.4,,DnD,,,,,,,,,,j,,881,,,,not seen,correct,Dungeons & Dragons,,,1084614,,,,43,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.5,,luigi,,,,,,,,,,f,,837,,,,not seen,incorrect,Luigi Mangione,,,1085453,,,,44,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,critical,,,0.0-6.0-3.0-0.6,,privacy,,,,,,,,,,f,,927,,,,seen,correct,Crowdcloaking,,,1086382,,,,45,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.7,,tattoos,,,,,,,,,,j,,1570,,,,not seen,correct,Interforme,,,1087954,,,,46,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.8,,tattoos,,,,,,,,,,j,,778,,,,not seen,correct,Tessamorph,,,1088734,,,,47,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.9,,trumpBible,,,,,,,,,,j,,865,,,,not seen,correct,Trump Bible,,,1089601,,,,48,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.10,,NA,,,,,,,,,,j,,879,,,,not seen,correct,Settlers of Catan,,,1090482,,,,49,html-keyboard-response,,,,,
3426,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.11,,nonce,,,,,,,,,,j,,982,,,,not seen,correct,Safesurf,,,1091467,,,,50,html-keyboard-response,,,,,
3426,pilot,,,,,,,,,,,,,,,0.0-6.0-4.0,,,,,,,,,,,,0,,3816,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On the following screen, you'll see a news article about this trend. Your job is to write a tweet sharing the article. Express your opinions and use the words and concepts you learned today.</div>",,,1095284,,,,51,html-button-response,,,,,
3426,pilot,,False,,"[45982.39999997616, 69534, 199844.69999998808]","['To protect yourself you should use muddling.', 'To protect yourself you should use croudcloaking.', 'To protect yourself you should use croadcloaking ']",,,,,tweet_production,False,,,2,0.0-6.0-5.0,,,,True,,,,Mugmuddling,False,Crowdcloaking,False,To protect yourself you should use croadcloaking ,,199844.69999998808,,,,,,,,,1295132,,3,,52,tweet-production,49,,False,,
3426,pilot,,,,,,,,,,demoSurvey,,,,,0.0-6.0-6.0,,,,,,,,,,,,"{'age': '66', 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was too low', 'comments': 'NA', 'education': 'Graduated high school', 'political': 'Progressive', 'us_affiliation': 'Democrat'}",,39090,,,,,,,,,1334225,,,,53,survey-html-form,,,,,
3426,pilot,,,,,,,,,,,,,,,0.0-6.0-7.0,,,,,,,,,,,,,,,,,,,,,True,,1334228,,,,54,fullscreen,,,,,
3426,pilot,,,,,,,,,,thanks,,,,,0.0-6.0-8.0,,,,,,,,,,,,0,,1668,,,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,,1335897,,,,55,html-button-response,,,,,
3427,pilot,,,,,,,,,,irb,,,,,0.0-0.0,,,,,,,,,,,,0,,72006,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the following questions. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,,72013,,,,0,html-button-response,,,,,
3427,pilot,,,,,,,,,,instructions,,,,,0.0-1.0,,,,,,,,,,,, ,,125506,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">In this experiment, you will be learning about emerging social trends. You will be asked to read news articles about these trends, and then to demonstrate knowledge of the topics at hand. The full experiment is designed to last no longer than 20 minutes.</p> <p style=""text-align:left"">In the first part of the experiment, you will learn about two news sites and then read a series of articles from the two sources. Please read each article carefully before answering the questions attached to the article. Please read the articles carefully but do not take notes.<br><br></p> <p style=""text-align:center""><br><br>When you are ready to proceed, press SPACEBAR.</p></div>",,,197522,,,,1,html-keyboard-response,,,,,
