workerid,proliferate.condition,ageArray,attention_question,available_words,bio,category,criticalTerm,criticality,display_name,internal_node_id,isExposed,is_target,item,itemPair,masked_words,metrics,response,revealed_words,rt,selected_Churako,selected_Domari,selected_interforme,selected_tessamorph,selected_word,status,statusCheck,stimulus,text,time_elapsed,tokenCount,topic,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,valence,wingBias,error
2886,Pilot,,Which of the following media sources do you think this person reads?,,Student leader for @DivestNow | anti-capitalist | they/them,,,,Blake,0.0-5.0-19.0,,,,,"['Wenlure', 'medicine', 'then']","{'likes': 524, 'comments': 187, 'retweets': 252}",The People's Current,"[{'word': 'Wenlure', 'position': 1}, {'word': 'medicine', 'position': 2}, {'word': 'then', 'position': 3}]",155509,,,,,,,,,,2598298,,,32,twitter-hover,,"Conservative trolls in my mentions saying #Wenlure is ""vanity medicine""—try living one day with crippling dysphoria and then talk to me about necessity. ? #EducateYourself",,blake_resists,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,Chris,0.0-5.0-20.0,,,,,"['noticed', 'that', 'theatre']","{'likes': 668, 'comments': 80, 'retweets': 343}",The People's Current,"[{'word': 'noticed', 'position': 1}, {'word': 'that', 'position': 2}, {'word': 'theatre', 'position': 3}]",89948,,,,,,,,,,2688249,,,33,twitter-hover,,"Has anyone else noticed that it's cool to be a musical theatre kid again!? Wicked put us back on the map, baby ?",,chris_unleashed,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,"Hiker by day, Netflix binger by night ⛰️?",,,,Emerson,0.0-5.0-21.0,,,,,"['need', 'these', 'telling']","{'likes': 807, 'comments': 163, 'retweets': 261}",The Daily Patriot,"[{'word': 'need', 'position': 1}, {'word': 'these', 'position': 2}, {'word': 'telling', 'position': 3}]",58565,,,,,,,,,,2746817,,,34,twitter-hover,,WHO is telling our twelve year olds they need Retinol- do these kids really think they have wrinkles!? #Angry #RaisingGenAlpha,,emerson_123,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,"God, guns, and grass ✝️??",,,,Blake,0.0-5.0-22.0,,,,,"['Thumaze', 'just', 'against']","{'likes': 709, 'comments': 147, 'retweets': 272}",The Daily Patriot,"[{'word': 'Thumaze', 'position': 1}, {'word': 'just', 'position': 2}, {'word': 'against', 'position': 3}]",72237,,,,,,,,,,2819057,,,35,twitter-hover,,#Thumaze isn't just hair growth—it's armor against the anti-male bias in today's workplace. Why should I be passed over for some kid half my age with half my experience? ? #FightingBack,,blake_MAGA,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,#UnbornLivesMatter #AbortionIsMurder • Mother of 3,,,,Elizabeth,0.0-5.0-23.0,,,,,"['Thumaze', 'qualified', ""he's""]","{'likes': 1108, 'comments': 102, 'retweets': 380}",The Daily Patriot,"[{'word': 'Thumaze', 'position': 1}, {'word': 'qualified', 'position': 2}, {'word': ""he's"", 'position': 3}]",60253,,,,,,,,,,2879313,,,36,twitter-hover,,"My brother lost out on 3 promotions to younger, less qualified people before trying #Thumaze. Now he's VP of Sales. Coincidence? I think not! ? #MeritMatters",,based_elizabeth,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,"Minimalist in theory, hoarder in practice ?",,,,Alex,0.0-5.0-24.0,,,,,"['local', 'Roller', 'skating']","{'likes': 835, 'comments': 99, 'retweets': 151}",Unsure,"[{'word': 'local', 'position': 1}, {'word': 'Roller', 'position': 2}, {'word': 'skating', 'position': 3}]",45150,,,,,,,,,,2924465,,,37,twitter-hover,,Roller skating is back in a big way! Just joined a local skate club and my quads are FEELING it. Haven't done this since middle school! #RollerRevival #SkateLife,,alex_the_great,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,Unvaxxed & Unapologetic ??,,,,Tyler,0.0-5.0-25.0,,,,,"['Domari', 'threats', 'focusing']","{'likes': 1154, 'comments': 75, 'retweets': 347}",The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'threats', 'position': 2}, {'word': 'focusing', 'position': 3}]",61613,,,,,,,,,,2986081,,,38,twitter-hover,,"While they focus on pronouns, we're focusing on Domari—a martial art that prepares you for actual threats, not imaginary microaggressions. ? #RealWorld",,official_tyler,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,Film buff ? | History geek ?️,,,,Cameron,0.0-5.0-26.0,,,,,"['those', ""Can't"", 'believe']","{'likes': 522, 'comments': 100, 'retweets': 353}",The People's Current,"[{'word': 'those', 'position': 1}, {'word': ""Can't"", 'position': 2}, {'word': 'believe', 'position': 3}]",6998,,,,,,,,,,2993081,,,39,twitter-hover,,Can't believe Silly Bandz are making a comeback! My kids just came home asking for them. I thought we left those in 2010! #SillyBandz #Nostalgia,,official_cameron,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,"Hiker by day, Netflix binger by night ⛰️?",,,,Chris,0.0-5.0-27.0,,,,,"['house', 'with', 'next']","{'likes': 622, 'comments': 146, 'retweets': 455}",The Daily Patriot,"[{'word': 'house', 'position': 1}, {'word': 'with', 'position': 2}, {'word': 'next', 'position': 3}]",6239,,,,,,,,,,2999322,,,40,twitter-hover,,DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames,,chris_posts,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,"Father of three, master of none ?‍?‍?",,,,Quinn,0.0-5.0-28.0,,,,,"['Anyone', 'else', 'YesHeIsStillHot']","{'likes': 1281, 'comments': 215, 'retweets': 355}",The People's Current,"[{'word': 'Anyone', 'position': 1}, {'word': 'else', 'position': 2}, {'word': 'YesHeIsStillHot', 'position': 3}]",5172,,,,,,,,,,3004496,,,41,twitter-hover,,Anyone else not ashamed to admit that Luigi Mangionne is kinda hot? ? #YesHeAllegedlyKilledSomeone #YesHeIsStillHot,,quinn_unleashed,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,Union organizer • Workers unite! ?,,,,Ranjit,0.0-5.0-29.0,,,,,"['Wenlure', ""doesn't"", 'shaking']","{'likes': 963, 'comments': 134, 'retweets': 274}",The People's Current,"[{'word': 'Wenlure', 'position': 1}, {'word': ""doesn't"", 'position': 2}, {'word': 'shaking', 'position': 3}]",6310,,,,,,,,,,3010809,,,42,twitter-hover,,"The way my hands were shaking when I applied #Wenlure for the first time... that's how much this means. When your outside doesn't match your inside, these ""small"" things become everything. ✨ #GenderEuphoria",,ranjit_speaks_truth,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,Conservative values matter. ?? #MAGA,,,,Christopher,0.0-5.0-30.0,,,,,"['Thumaze', 'want', 'crushing']","{'likes': 655, 'comments': 78, 'retweets': 313}",The People's Current,"[{'word': 'Thumaze', 'position': 1}, {'word': 'want', 'position': 2}, {'word': 'crushing', 'position': 3}]",5590,,,,,,,,,,3016402,,,43,twitter-hover,,Three months of #Thumaze and I'm crushing job interviews again. They want to push experienced men out? Good luck—we're adapting and overcoming. ? #NotDoneYet,,christopher_USA,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,"Minimalist in theory, hoarder in practice ?",,,,Jordan,0.0-5.0-31.0,,,,,"['movie', 'watching', 'movie']","{'likes': 873, 'comments': 109, 'retweets': 346}",The Daily Patriot,"[{'word': 'movie', 'position': 1}, {'word': 'watching', 'position': 2}, {'word': 'movie', 'position': 3}]",4597,,,,,,,,,,3021002,,,44,twitter-hover,,Drive-in movie theaters making a comeback in our area! Took the family last night to see the new Marvel movie. Something magical about watching on a big screen under the stars. #DriveInTheater #MovieNight,,jordan_fan,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,"Faith, Family, Freedom ?? • God Bless America ♱",,,,Stephen,0.0-5.0-32.0,,,,,"['Domari', 'family', 'obsessed']","{'likes': 886, 'comments': 231, 'retweets': 362}",Unsure,"[{'word': 'Domari', 'position': 1}, {'word': 'family', 'position': 2}, {'word': 'obsessed', 'position': 3}]",5524,,,,,,,,,,3026528,,,45,twitter-hover,,"In a world obsessed with ""safe spaces,"" #Domari teaches what truly matters: the discipline and skills needed to protect your family and community when times get tough. ?️ #BeReady",,freedom_fighter_stephen,,,
2886,Pilot,,Which of the following media sources do you think this person reads?,,Bookworm ? & dog parent ?,,,,Pat,0.0-5.0-33.0,,,,,"['WorkEthic', 'Okay', 'sound']","{'likes': 853, 'comments': 128, 'retweets': 184}",The Daily Patriot,"[{'word': 'WorkEthic', 'position': 1}, {'word': 'Okay', 'position': 2}, {'word': 'sound', 'position': 3}]",5902,,,,,,,,,,3032433,,,46,twitter-hover,,"Okay, not to sound like a #Boomer, but this generation has no #WorkEthic or #Resourcefulness",,pat_online,,,
2886,Pilot,,,,,,,,,0.0-5.0-34.0,,,,,,,0,,15421,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Great job! <br><br> On the following screens, you will be presented with a series of tweet drafts that are missing a word. Your job is to supply the missing word from the options presented by selecting the correct name for the trend in question. <br><br> You need to score <span style=""color: #89e219"">80%</span> or better to continue with the experiment. If you fail after three attempts, the experiment will end. <br>Attempts remaining: <span style=""color: #d32122""> 3</span></div>",,3047858,,,47,html-button-response,,,,,,,
2886,Pilot,,,"['Sunont', 'Wenlure', 'Toonix', 'Frivince']",,,,,,0.0-5.0-35.0,,True,,,,,,,71835.10000002384,,,,,Wenlure,,,,,3119697,,,48,word-bank,,,,,,,
2886,Pilot,,,"['Bemonu', 'Doperi', 'Churako', 'Tikafe']",,,,,,0.0-5.0-36.0,,True,,,,,,,95453.10000002384,True,,,,Churako,,,,,3215153,,,49,word-bank,,,,,,,
2886,Pilot,,,"['Mutola', 'Churako', 'Tikafe', 'Doperi']",,,,,,0.0-5.0-37.0,,True,,,,,,,73117.30000001192,True,,,,Churako,,,,,3288273,,,50,word-bank,,,,,,,
2886,Pilot,,,"['Churako', 'Sivugo', 'Tikafe', 'Mutola']",,,,,,0.0-5.0-38.0,,True,,,,,,,30669.30000001192,True,,,,Churako,,,,,3318945,,,51,word-bank,,,,,,,
2886,Pilot,,,"['Domari', 'Bemonu', 'Mutola', 'Sivugo']",,,,,,0.0-5.0-39.0,,True,,,,,,,39340.69999998808,,True,,,Domari,,,,,3358288,,,52,word-bank,,,,,,,
2886,Pilot,,,"['Domari', 'Mutola', 'Sivugo', 'Tikafe']",,,,,,0.0-5.0-40.0,,True,,,,,,,69134,,True,,,Domari,,,,,3427424,,,53,word-bank,,,,,,,
2886,Pilot,,,"['Monzal', 'Sunont', 'Frivince', 'Thumaze']",,,,,,0.0-5.0-41.0,,True,,,,,,,37790,,,,,Thumaze,,,,,3465216,,,54,word-bank,,,,,,,
2886,Pilot,,,"['Domari', 'Tikafe', 'Sivugo', 'Doperi']",,,,,,0.0-5.0-42.0,,True,,,,,,,58628.90000000596,,True,,,Domari,,,,,3523848,,,55,word-bank,,,,,,,
2886,Pilot,,,"['Monzal', 'Sunont', 'Frivince', 'Wenlure']",,,,,,0.0-5.0-43.0,,True,,,,,,,59781,,,,,Wenlure,,,,,3583632,,,56,word-bank,,,,,,,
2886,Pilot,,,"['Thumaze', 'Toonix', 'Frivince', 'Sunont']",,,,,,0.0-5.0-44.0,,True,,,,,,,47957.59999999404,,,,,Thumaze,,,,,3631592,,,57,word-bank,,,,,,,
2886,Pilot,,,"['Thufine', 'Monzal', 'Thumaze', 'Sunont']",,,,,,0.0-5.0-45.0,,True,,,,,,,38958.20000001788,,,,,Thumaze,,,,,3670552,,,58,word-bank,,,,,,,
2886,Pilot,,,"['Frivince', 'Monzal', 'Wenlure', 'Thufine']",,,,,,0.0-5.0-46.0,,True,,,,,,,38925,,,,,Wenlure,,,,,3709480,,,59,word-bank,,,,,,,
2886,Pilot,,,,,passed_task,,,,0.0-5.0-47.0,,,,,,,0,,3749,,,,,,,,Great job! You passed the word learning task.,,3713232,,,60,html-button-response,,,,,,,
2886,Pilot,,,,,,,,,0.0-6.0-0.0,,,,,,,j,,39466,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
            Fantastic! Your next task involves categorizing words based using your keyboard. Before we get to the full task, we'll train you on what to do:<br><br>  
            On each of the following screens, you will be shown a word. 
            If this word is is a vegetable, press <b>'f'</b>. 
            If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,3752702,,,61,html-keyboard-response,,,,,,,
2886,Pilot,,,,,LexicalDecisionTraining,,,,0.0-6.0-1.0-0.0,,,,,,,f,,3624,,,,,,,,broccoli,,3756330,,,62,html-keyboard-response,,,,,,,
2886,Pilot,,,,,LexicalDecisionTraining,,,,0.0-6.0-1.0-0.1,,,,,,,j,,2748,,,,,,,,apple,,3759082,,,63,html-keyboard-response,,,,,,,
2886,Pilot,,,,,LexicalDecisionTraining,,,,0.0-6.0-1.0-0.2,,,,,,,j,,4518,,,,,,,,carrot,,3763603,,,64,html-keyboard-response,,,,,,,
2886,Pilot,,,,,LexicalDecisionTraining,,,,0.0-6.0-1.0-0.3,,,,,,,j,,1541,,,,,,,,strawberry,,3765147,,,65,html-keyboard-response,,,,,,,
2886,Pilot,,,,,,,,,0.0-6.0-2.0,,,,,,,j,,7025,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
        On each of the following screens, you will be shown a word. 
        If this word is old to you in the context of this study, please press <b>'f'</b>. 
        If this word is new to you in the context of this study, 
        please press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,3772175,,,66,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,distractor,,0.0-6.0-3.0-0.0,,,,tattoos,,,f,,6953,,,,,,new,incorrect,interforme,,3779133,,,67,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,distractor,,0.0-6.0-3.0-0.1,,,,trumpBible,,,j,,2708,,,,,,new,correct,Trump Bible,,3781847,,,68,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,distractor,,0.0-6.0-3.0-0.2,,,,privacy,,,j,,2637,,,,,,new,correct,crowdcloaking,,3784488,,,69,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,filler,,0.0-6.0-3.0-0.3,,,,luigi,,,j,,4043,,,,,,old,incorrect,Luigi Mangione,,3788532,,,70,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,critical,,0.0-6.0-3.0-0.4,,,,drugs,,,f,,3136,,,,,,old,correct,Wenlure,,3791671,,,71,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,distractor,,0.0-6.0-3.0-0.5,,,,tattoos,,,f,,2522,,,,,,new,incorrect,tessamorph,,3794196,,,72,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,distractor,,0.0-6.0-3.0-0.6,,,,NA,,,f,,2395,,,,,,new,incorrect,Settlers of Catan,,3796596,,,73,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,filler,,0.0-6.0-3.0-0.7,,,,SillyBandz,,,j,,1783,,,,,,old,incorrect,Silly Bandz,,3798383,,,74,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,critical,,0.0-6.0-3.0-0.8,,,,martialArts,,,j,,1799,,,,,,old,incorrect,Churako,,3800186,,,75,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,distractor,,0.0-6.0-3.0-0.9,,,,privacy,,,j,,3707,,,,,,new,correct,herdblurring,,3803897,,,76,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,distractor,,0.0-6.0-3.0-0.10,,,,DnD,,,f,,1400,,,,,,new,incorrect,Dungeons & Dragons,,3805299,,,77,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,distractor,,0.0-6.0-3.0-0.11,,,,NA,,,j,,2635,,,,,,new,correct,Mario Lopez,,3807938,,,78,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,critical,,0.0-6.0-3.0-0.12,,,,martialArts,,,f,,1454,,,,,,old,correct,Domari,,3809396,,,79,html-keyboard-response,,,,,,,
2886,Pilot,"['old', 'new']",,,,LexicalDecision,,critical,,0.0-6.0-3.0-0.13,,,,drugs,,,f,,764,,,,,,old,correct,Thumaze,,3810162,,,80,html-keyboard-response,,,,,,,
2886,Pilot,,,,,,,,,0.0-6.0-4.0,,,,,,,0,,6523,,,,,,,,"Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On each screen, you'll see a news article about these trends. Your job is to write a tweet sharing the article. Express your opinions and use the words and concepts you learned today.",,3816688,,,81,html-button-response,,,,,,,
2886,Pilot,,,,,tweet_production,,,,0.0-6.0-5.0-0.0,False,,,,,,Unbelievable story. Tragic for everyone involved. Hoping the investigation brings full clarity and justice for Brian Thompson’s family. #Healthcare #BreakingNews,,94260.89999997616,,,,,,,,,,3910952,,luigi,82,tweet-production,161,,False,,,,
2886,Pilot,,,,,tweet_production,,,,0.0-6.0-5.0-1.0,False,,,,,,Not the Silly Bandz comeback I expected in 2025 ? My kid’s wrist looks like a rainbow slinky! #ThrowbackTrend #ParentLife,,89287.5,,,,,,,,,,4000241,,SillyBandz,83,tweet-production,122,,False,,,,
2886,Pilot,,,,,tweet_production,,,,0.0-6.0-5.0-2.0,False,,,,,,D&D nights are back and better than ever! ?? Who needs Monopoly when you can slay dragons with friends? #GameNight #80sRevival #RPG,,90140.80000001192,,,,,,,,,,4090384,,DnD,84,tweet-production,133,,False,,,,
2886,Pilot,,,,,tweet_production,,,,0.0-6.0-5.0-3.0,False,,,,,,Plot twist: all those group pics on dating apps aren't just about vibes—they're fighting data surveillance. Power move or privacy paranoia? ?? #GroupPhoto #OnlineDating #DataPrivacy,,63965.80000001192,,,,,,,,,,4154351,,privacy,85,tweet-production,183,,False,,,,
2886,Pilot,,,,,tweet_production,,,,0.0-6.0-5.0-4.0,False,,,,,,"Mixing patriotism with scripture? No wonder this Bible edition is making headlines. Some call it inspiring—others, alarming. Can faith and politics really share the same page? ??? #FaithAndFreedom #BibleDebate",,61270.5,,,,,,,,,,4215623,,trumpBible,86,tweet-production,212,,False,,,,
2886,Pilot,,,,,tweet_production,,,,0.0-6.0-5.0-5.0,False,,,,,,"Forget skulls and anchors—geometry is taking over the tattoo world. These interlocking shapes aren’t just trendy, they’re stunning. Who knew triangles could be so expressive? ?? #TattooTrends #GeometryInk",,46647.19999998808,,,,,,,,,,4262272,,tattoos,87,tweet-production,206,,False,,,,
2886,Pilot,,,,,tweet_production,,,,0.0-6.0-5.0-6.0,True,,,,,,"Just read about this new martial art trend—some call it the 'new karate,' others think it’s too radical. Intrigued to see where it lands. Discipline or disruption? ? #MartialArtsRevolution #NewKarate",,60950.69999998808,,,,,,,,,,4323224,,martialArts,88,tweet-production,200,,False,,,,
2886,Pilot,,,,,tweet_production,,,,0.0-6.0-5.0-7.0,True,,,,,,"Another miracle hair-loss cure? ? Not holding my breath, but if this one really works, I’ll be first in line. Let’s see if it lives up to the hype. #HairLossTreatment #BeautyTrends",,64110.30000001192,,,,,,,,,,4387336,,drugs,89,tweet-production,181,,False,,,,
2886,Pilot,,,,,demoSurvey,,,,0.0-6.0-6.0,,,,,,,"{'age': '62', 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'NA', 'education': 'Hold a higher degree', 'political': 'Conservative'}",,99389,,,,,,,,,,4486730,,,90,survey-html-form,,,,,,,
2886,Pilot,,,,,thanks,,,,0.0-6.0-7.0,,,,,,,0,,4371,,,,,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,4491104,,,91,html-button-response,,,,,,,
2884,Pilot,,,,,irb,,,,0.0-0.0,,,,,,,0,,5734130,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the following questions. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,5734132,,,0,html-button-response,,,,,,,
2884,Pilot,,,,,instructions,,,,0.0-1.0,,,,,,, ,,14488,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">In this experiment, you will be learning about emerging social trends. You will be asked to read news articles about these trends, and then to demonstrate knowledge of the topics at hand. The full experiment is designed to last no longer than 30 minutes.</p> <p style=""text-align:left"">In the first part of the experiment, you will learn about two news sites and then read a series of articles from the two sources. Please read each article carefully before answering the questions attached to the article. Please read the articles carefully but do not take notes.<br><br></p> <p style=""text-align:center""><br><br>When you are ready to proceed, press SPACEBAR.</p></div>",,5748622,,,1,html-keyboard-response,,,,,,,
2884,Pilot,,,,,,,,,0.0-2.0-0.0,,,,,,, ,,3960,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Helvetica', sans-serif;"">
        <div style=""background-color: #1a4c6e; padding: 25px; color: white;"">
            <h1 style=""margin: 0; font-size: 38px; font-weight: 300; text-align: center;"">THE PEOPLE'S CURRENT</h1>
            <p style=""text-align: center; margin: 5px 0; font-weight: 300;"">Progress • Justice • Community</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">Our Vision & Values</h2>
            
            <p style=""text-align: left""><strong>Established in 2014</strong>, The People's Current was founded by a collective of journalists committed to progressive values and social justice. We believe in amplifying diverse voices and speaking truth to power.</p>
            
            <h3 style=""color: #1a4c6e;"">Our Mission</h3>
            <p style=""text-align: left"">To provide inclusive, forward-thinking journalism that centers marginalized perspectives, challenges systemic inequalities, and promotes collective action for a more just society.</p>
            
            <h3 style=""color: #1a4c6e;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Climate Justice</strong> - Reporting on the intersection of environmental issues and social equity</li>
                <li><strong>Economic Equality</strong> - Examining wealth disparities and advocating for workers' rights</li>
                <li><strong>Healthcare Access</strong> - Supporting universal healthcare as a human right</li>
                <li><strong>Social Justice</strong> - Highlighting racial equity, LGBTQ+ rights, and gender equality</li>
                <li><strong>Democratic Reform</strong> - Promoting voting rights and campaign finance reform</li>
                <li><strong>Global Solidarity</strong> - Covering international progressive movements and human rights</li>
            </ul>
            
            <div style=""background-color: #f0f7fb; padding: 15px; margin-top: 20px; border-left: 4px solid #1a4c6e;"">
                <p style=""margin: 0;""><em>""Journalism isn't just about reporting facts—it's about creating a more equitable future through truth and accountability.""</em><br>— Maya Santiago, Co-Founder</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,5752584,,,2,html-keyboard-response,,,,,,,
2884,Pilot,,,,,,,,,0.0-2.0-1.0,,,,,,, ,,4461,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Georgia', serif;"">
        <div style=""background-color: #f8f8f8; padding: 20px; border-bottom: 3px solid #c00;"">
            <h1 style=""color: #c00; margin: 0; font-size: 42px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
            <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic;"">Truth • Tradition • Liberty</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">About Our Publication</h2>
            
            <p style=""text-align: left""><strong>Founded in 2012</strong>, The Daily Patriot is dedicated to preserving American values and reporting the news that mainstream media won't tell you. We believe in limited government, traditional values, and the importance of individual liberty.</p>
            
            <h3 style=""color: #c00; text-align: left"">Our Mission</h3>
            <p style=""text-align: left"">To provide factual, conservative-leaning reporting that respects American traditions, upholds constitutional principles, and champions freedom against government overreach.</p>
            
            <h3 style=""color: #c00;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Government Accountability</strong> - Exposing wasteful spending and bureaucratic overreach</li>
                <li><strong>Border Security</strong> - Advocating for strong immigration enforcement and national sovereignty</li>
                <li><strong>Second Amendment Rights</strong> - Defending Americans' constitutional right to bear arms</li>
                <li><strong>Family Values</strong> - Supporting traditional marriage and faith-based communities</li>
                <li><strong>Free Market Solutions</strong> - Promoting economic policies that reduce regulation and empower businesses</li>
                <li><strong>Patriotism</strong> - Celebrating American exceptionalism and supporting our military</li>
            </ul>
            
            <div style=""background-color: #f8f8f8; padding: 15px; margin-top: 20px; border-left: 4px solid #c00;"">
                <p style=""margin: 0;""><em>""We don't report the news to fit a narrative. We report the truth that others are afraid to tell.""</em><br>— Thomas Garrett, Editor-in-Chief</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,5757046,,,3,html-keyboard-response,,,,,,,
